linkId,refnodeid,nrefnodeid,linklength,shapepoints
19811261,32038739,32038779,100.161,41.89044:-87.74808|41.89134:-87.74813
915830960,946687561,32038685,52.201,41.88432:-87.7546|41.88434:-87.75397
19803229,32045739,32045767,104.29,41.92813:-87.70242|41.92816:-87.70116
917032186,947472819,32045770,51.304,41.9266:-87.70053|41.92661:-87.69991
1219857114,1157814396,810089707,23.992,41.92398:-87.76706|41.92398:-87.76677
1222313028,1159394646,1159394647,35.778,41.92859:-87.67661|41.92859:-87.67633|41.92866:-87.67621
916166933,32039147,946904437,38.081,41.88328:-87.73311|41.88328:-87.73265
1121143437,1095250251,32039106,48.817,41.91785:-87.74431|41.91785:-87.74372
1169657698,1126636744,1126636743,22.239,41.89783:-87.62408|41.89803:-87.62408
915973180,946780556,947363995,52.969,41.91357:-87.75765|41.91358:-87.75701
916818203,32042372,947320443,52.135,41.92227:-87.75731|41.92228:-87.75668
819122557,876872049,876872039,41.654,41.86526:-87.69987|41.86553:-87.69971|41.86559:-87.69964
718178263,806622944,806622942,20.032,41.85109:-87.62034|41.85127:-87.62035
1178679679,32053120,1132314538,81.153,41.84736:-87.62598|41.84751:-87.62547|41.84761:-87.62506
1168515830,1125897955,904677277,23.351,41.85202:-87.61899|41.85223:-87.61899
956111728,975919821,32038384,22.254,41.86032:-87.73722|41.86052:-87.73723
956238800,32046440,975995878,52.944,41.9257:-87.68534|41.92594:-87.68557|41.92607:-87.68574
719878644,807777442,32052631,45.622,41.90969:-87.64783|41.90998:-87.64822
19804200,32012341,32012343,100.131,41.92388:-87.77329|41.9239:-87.77208
916030274,946819557,946819556,110.969,41.88879:-87.67257|41.88932:-87.67259|41.88934:-87.67255|41.88935:-87.67197
1204065945,1147820022,32007220,54.891,41.87269:-87.79335|41.87272:-87.7937|41.87278:-87.794
19809647,32041132,32041133,102.313,41.89643:-87.71148|41.89735:-87.7115
916815479,32039523,947318450,47.169,41.9081:-87.72279|41.9081:-87.72222
718177170,806622415,806622416,101.852,41.88193:-87.67157|41.88195:-87.67034
915787916,946657547,947323561,55.152,41.89524:-87.68747|41.89524:-87.68695|41.89529:-87.68682
1222274601,1159371537,1159371536,45.59,41.88793:-87.64498|41.88802:-87.64498|41.88834:-87.64498
1169249758,904450987,1126378772,45.597,41.88916:-87.63695|41.88957:-87.63696
19804734,32041488,32045501,102.329,41.92101:-87.71199|41.92193:-87.71202
1076168069,1063800913,32054443,17.549,41.88674:-87.62384|41.88681:-87.62403
1168035542,1125598990,32041399,42.203,41.91:-87.71718|41.91:-87.71667
915900642,946733063,947468372,47.821,41.8755:-87.74456|41.87593:-87.74457
719560158,32049170,807572944,96.754,41.84683:-87.64545|41.8477:-87.64547
1167086281,1124994406,32007409,83.627,41.87809:-87.78418|41.8781:-87.78317
1168636389,32049293,1125972868,51.156,41.85835:-87.64665|41.85881:-87.64666
916912249,32043032,947386302,151.234,41.92269:-87.72303|41.92405:-87.72305
1222313053,1159394660,1159394663,22.363,41.92996:-87.67704|41.92997:-87.67677
19835526,32053547,32053548,76.181,41.87449:-87.63262|41.8745:-87.6317
859731573,905419887,32049865,60.068,41.86899:-87.64702|41.86953:-87.64704
1167950326,32038558,1125547053,36.955,41.86235:-87.71895|41.86236:-87.7191|41.8624:-87.71928|41.86243:-87.71938
756634850,32046532,833576041,33.134,41.92582:-87.67793|41.92582:-87.67815|41.92583:-87.67833
930460001,32046220,957133635,23.163,41.92853:-87.69066|41.92853:-87.69038
1222092018,1126355613,1159259068,69.776,41.92815:-87.68194|41.92826:-87.68189|41.92864:-87.68143
827875366,882872953,32053494,115.69,41.86089:-87.62734|41.86193:-87.62738
19805869,32039435,32039437,101.799,41.91522:-87.73503|41.91524:-87.7338
19813294,32041971,32041997,202.879,41.88123:-87.68154|41.88127:-87.67909
1198165031,1144204585,876994596,53.004,41.85772:-87.67274|41.85772:-87.6721
916096540,946862186,946656169,54.639,41.89617:-87.62681|41.89618:-87.62615
858359946,904443005,222811717,5.797,41.86242:-87.62578|41.86242:-87.62571
858481124,302242568,904546572,8.896,41.86904:-87.62052|41.86912:-87.62052
858423571,904499124,32052674,232.553,41.91603:-87.65204|41.91801:-87.65214|41.91812:-87.65214
915788977,32052760,946658355,35.606,41.90761:-87.63754|41.90762:-87.6372|41.90762:-87.63711
19811824,32038838,32038861,116.719,41.88796:-87.74308|41.88796:-87.74167
915805012,946670211,947382049,52.157,41.88094:-87.75815|41.88094:-87.75752
917046864,32039486,947481519,53.399,41.91716:-87.72777|41.91764:-87.72779
916811588,32039477,947315594,49.659,41.91531:-87.72893|41.91532:-87.72833
942758596,839127351,965907236,20.623,41.86515:-87.61965|41.86533:-87.61971
818551065,876511848,32049211,38.942,41.85522:-87.65359|41.85523:-87.65312
858800128,904817613,904817615,54.695,41.86949:-87.6493|41.86951:-87.64864
915800975,946667461,946667462,62.291,41.92363:-87.648|41.92419:-87.64802
915800973,32056214,946667461,45.517,41.92362:-87.64745|41.92363:-87.648
19814885,32046234,32046185,128.591,41.92906:-87.69146|41.92914:-87.69148|41.92919:-87.69153|41.92972:-87.69269
19854075,32053337,32053338,32.557,41.84768:-87.61769|41.84786:-87.61738
926411353,32054501,954026176,46.709,41.8858:-87.62066|41.88622:-87.62067
1219308932,1157442343,946763936,88.991,41.88032:-87.78771|41.88112:-87.78774
1171192952,1127568255,32039159,94.4,41.88461:-87.73184|41.88463:-87.7307
819282564,876994606,32048492,85.313,41.85588:-87.67205|41.85589:-87.67102
1221753836,1159048078,1159048083,19.05,41.85221:-87.68999|41.85221:-87.68976
19817035,32007504,32007521,102.706,41.8545:-87.77381|41.85451:-87.77257
993270645,1004069260,1004069266,19.892,41.90854:-87.74936|41.90855:-87.74912
19838263,32039671,32039672,102.734,41.84805:-87.71367|41.84807:-87.71243
916029355,947346990,946818876,46.702,41.85537:-87.70961|41.85579:-87.70961
19838299,32040454,32040455,101.218,41.84761:-87.67815|41.84852:-87.67818
916174211,946908874,904810985,28.179,41.86149:-87.64619|41.8615:-87.64585
943029954,966078697,1082730267,6.672,41.86061:-87.63906|41.86067:-87.63906
970159554,904558946,986915290,12.259,41.87757:-87.63666|41.87768:-87.63667
943886255,32041733,966616797,61.163,41.91563:-87.70237|41.91618:-87.70238
917212665,947584016,32007659,141.239,41.8624:-87.77157|41.86367:-87.7716
19815906,32007335,32007337,201.387,41.86717:-87.78152|41.86819:-87.78158|41.86898:-87.7816
916887835,947369947,32048750,50.065,41.86543:-87.67373|41.86588:-87.67375
917583374,858565663,32040697,243.463,41.87526:-87.69114|41.87527:-87.69064|41.87529:-87.68877|41.8753:-87.6882
718214282,806645118,806645117,67.834,41.87936:-87.67592|41.87997:-87.67593
827528652,32038279,882602051,12.231,41.84876:-87.72468|41.84883:-87.72468|41.84887:-87.72468
956115193,975921751,946793530,63.43,41.90823:-87.6781|41.9088:-87.67813
19807914,32042092,32042093,100.089,41.9039:-87.69199|41.9048:-87.69201
722896276,32008038,809930102,24.477,41.89456:-87.78486|41.89478:-87.78487
915795587,946663311,946663312,13.292,41.88641:-87.78709|41.88642:-87.78693
915855558,1065825492,947472820,108.386,41.92049:-87.71033|41.92049:-87.70902
1078918617,1065825402,32045476,50.065,41.92328:-87.71367|41.92373:-87.71369
1221795433,1159072742,1070278333,86.795,41.91983:-87.66118|41.92061:-87.66122
945600112,968028116,968028117,114.579,41.91653:-87.64966|41.91756:-87.6497
19810894,32042036,32042055,203.674,41.89145:-87.68182|41.89149:-87.67936
788048538,32050832,855159422,63.08,41.88888:-87.66061|41.88938:-87.66025
19809596,32052011,32052018,62.116,41.89633:-87.65262|41.89635:-87.65187
916063010,946840922,946670572,50.545,41.88689:-87.7603|41.88691:-87.75969
1104561550,1084101290,32008398,53.399,41.89238:-87.77218|41.89286:-87.7722
916646003,85085253,947208299,10.008,41.88758:-87.77487|41.88767:-87.77487
19803790,32012319,32012327,205.877,41.92561:-87.77818|41.92746:-87.77828
916092582,946859904,32051993,92.729,41.89502:-87.65226|41.89504:-87.65114
19810717,32050924,32050925,40.03,41.89218:-87.65739|41.89254:-87.65739
915808386,946672544,32007160,51.176,41.86285:-87.79497|41.86331:-87.79499
948700709,32007296,958611849,108.999,41.85983:-87.78502|41.86081:-87.78505
707671071,32050455,705472923,46.835,41.87676:-87.63985|41.87693:-87.63972|41.87702:-87.63966|41.87713:-87.63958
732237337,816441361,32053008,98.916,41.84731:-87.63128|41.84733:-87.63146|41.84735:-87.63169|41.84736:-87.63195|41.84736:-87.63215|41.84737:-87.63247
1221128501,1158657344,1158657345,35.505,41.90893:-87.76708|41.90893:-87.76696|41.90916:-87.76696
19809908,32041107,32041113,199.082,41.89553:-87.71263|41.89732:-87.71268
1193238720,32042373,1141269293,48.826,41.92228:-87.7561|41.92229:-87.75551
1033506852,1034383537,1034383536,48.967,41.86996:-87.71434|41.86999:-87.71375
915805039,946670233,947477781,51.294,41.92375:-87.74567|41.92375:-87.74505
19805932,32052805,32052817,99.301,41.91416:-87.63866|41.91417:-87.63746
1089532326,946838470,1073355028,52.288,41.91823:-87.76086|41.9187:-87.76088
19810677,32008513,32008492,115.06,41.89292:-87.76205|41.89293:-87.76344
947199414,969053516,32052671,45.521,41.9181:-87.65281|41.91811:-87.65336
19805004,32008295,32008297,100.137,41.9201:-87.78045|41.92012:-87.77924
19811441,32041086,32041087,25.588,41.88976:-87.71127|41.88999:-87.71128
1033588484,1034433317,946740567,42.259,41.84647:-87.69428|41.84648:-87.69377
943203478,966187381,904814201,27.509,41.84837:-87.68751|41.84837:-87.68767|41.84839:-87.68784
915789044,946658404,32008063,47.188,41.89992:-87.78318|41.89993:-87.78261
1178221272,1132044873,1014220290,148.282,41.84915:-87.69777|41.84917:-87.69598
867327292,910775345,910775340,16.679,41.92569:-87.65448|41.92584:-87.65448
1222313043,1159394655,1159394657,19.854,41.92996:-87.67775|41.92996:-87.67751
915982340,32046491,946786596,47.821,41.92136:-87.68022|41.92179:-87.68023
19811756,32007919,32007924,196.9,41.88851:-87.79114|41.89028:-87.79121
916714835,947254461,32007970,132.332,41.89858:-87.79113|41.89977:-87.79115
915805350,946670467,946669886,97.658,41.91831:-87.7455|41.91833:-87.74432
943694218,966488590,32039049,44.486,41.92014:-87.74864|41.92054:-87.74865
1199087290,1144780307,1056703322,25.057,41.88815:-87.62278|41.88818:-87.62308
19812637,32051663,32051664,11.119,41.88418:-87.65206|41.88428:-87.65206
942098810,965481781,32051053,6.672,41.8998:-87.65759|41.89986:-87.65759
915875285,946716554,946716555,119.319,41.89853:-87.65855|41.89854:-87.65813|41.89857:-87.65806|41.89927:-87.65808
19807363,32008244,32008548,107.603,41.90738:-87.77941|41.9074:-87.77811
1089198804,1073150335,1073150334,12.425,41.84659:-87.77141|41.84659:-87.77126
19837147,32040400,32040401,100.106,41.8584:-87.69074|41.8593:-87.69077
1198127591,32042245,1144184893,90.072,41.90704:-87.68227|41.90785:-87.68228
1157838138,1119219697,32007106,27.353,41.85798:-87.78775|41.85799:-87.78742
858782381,904807611,222820538,48.863,41.87428:-87.6603|41.87429:-87.65971
916030459,946819708,32007715,47.203,41.88003:-87.77768|41.88004:-87.77711
19811757,32007919,32007918,19.898,41.88851:-87.79114|41.88852:-87.79138
916878965,947364005,32008720,52.177,41.91438:-87.76499|41.9144:-87.76436
19812649,32041824,32041827,106.109,41.88433:-87.6939|41.88438:-87.69262
916709814,1134495529,32007309,140.145,41.86587:-87.78644|41.86713:-87.78648
1193821734,32042518,1141626856,75.631,41.92728:-87.74194|41.92796:-87.74196
19837374,32038226,32038247,29.008,41.85692:-87.73256|41.85693:-87.73221
915796638,946664152,946664151,106.776,41.92222:-87.65047|41.92318:-87.6505
915973510,946780775,946780776,145.703,41.88444:-87.74604|41.88575:-87.74608
1154891732,969461084,1117408466,62.291,41.90441:-87.79493|41.90497:-87.79495
19837190,32053209,32053210,129.01,41.85779:-87.63023|41.85895:-87.63026
1168165788,1125682098,810024740,27.342,41.88222:-87.76572|41.88223:-87.76539
1141439029,1108497507,904241675,18.213,41.88091:-87.61785|41.88091:-87.61763
867697294,911009288,32051615,101.451,41.91384:-87.65524|41.91455:-87.65601
916822480,32051150,947323557,43.088,41.90907:-87.6701|41.90909:-87.66958
916913239,947386973,32040362,46.709,41.85244:-87.69301|41.85286:-87.69302
1102074177,1082504122,32040367,6.672,41.85531:-87.69556|41.85537:-87.69556
1192881097,1141045663,32038737,137.417,41.88865:-87.74967|41.88866:-87.74801
19817540,32007561,32007591,100.089,41.84917:-87.76384|41.85007:-87.76386
970547484,987166264,987166263,44.826,41.88652:-87.74448|41.88655:-87.74502
19805359,32051630,32051631,54.586,41.91758:-87.65819|41.91807:-87.65823
722935256,809954300,32008125,44.7,41.90903:-87.79438|41.90904:-87.79384
732776724,816630427,816782993,24.519,41.88753:-87.61753|41.88775:-87.61755
19854010,32053392,32053393,77.836,41.85555:-87.62073|41.85625:-87.62073
1171120118,1127526499,32040076,16.679,41.86898:-87.70573|41.86913:-87.70573
1121243308,32039925,946697707,71.184,41.86291:-87.71045|41.86355:-87.71047
19836783,32039933,32039934,51.15,41.86248:-87.70797|41.86294:-87.70797
1136167595,806645234,1104833476,66.238,41.87414:-87.665|41.87414:-87.6642
915998817,946797621,946797622,150.787,41.84898:-87.74665|41.84901:-87.74483
916822458,32042034,947323545,47.814,41.89489:-87.68438|41.89532:-87.68438
818549671,876511050,876510968,73.407,41.90464:-87.75581|41.9053:-87.75583
1222577372,1159550113,1159550112,77.791,41.91244:-87.73739|41.91245:-87.73645
916731927,947265023,32007756,141.22,41.8588:-87.76778|41.86007:-87.76779
1118713987,965747947,1093685269,11.976,41.91387:-87.68447|41.91394:-87.68458
19810998,32008032,32008036,134.927,41.8917:-87.78643|41.89171:-87.7848
916088994,946857637,946783323,47.998,41.92321:-87.72184|41.92322:-87.72126
916096876,946862373,946862375,105.39,41.86972:-87.66165|41.86974:-87.66113|41.8703:-87.66114
991059038,813057905,1002565311,18.068,41.91669:-87.62983|41.91676:-87.62991|41.91682:-87.62996
927461333,954683788,954683789,38.911,41.88011:-87.64702|41.88011:-87.64655
756767249,833661643,32046281,40.039,41.92905:-87.6878|41.92941:-87.68781
858779942,904806281,32046433,34.48,41.92159:-87.68465|41.9219:-87.68466
1103230471,32042292,1083272523,42.262,41.91266:-87.68239|41.91304:-87.6824
948073658,969613591,32042286,43.946,41.91496:-87.68454|41.91522:-87.68494
19837752,32039744,32039742,85.338,41.85357:-87.71016|41.85359:-87.71119
19838113,32039819,32039821,102.713,41.84994:-87.70643|41.84995:-87.70519
19816711,32007607,32007762,202.402,41.85829:-87.76531|41.86011:-87.76535
19816724,32007541,32007542,101.89,41.85821:-87.77021|41.85823:-87.76898
947131613,32007813,969013138,79.018,41.87284:-87.76458|41.87355:-87.76462
716767915,32006948,805722070,43.904,41.84798:-87.79448|41.84808:-87.79429|41.8482:-87.79404
915778204,946650808,946650811,65.407,41.88574:-87.77972|41.88575:-87.77893
841278126,891955697,32053546,165.714,41.87075:-87.63057|41.87116:-87.63058|41.87224:-87.63061
1167955510,1125550814,32038333,30.034,41.8586:-87.72495|41.85887:-87.72496
1191300497,947468367,1140066196,43.881,41.89703:-87.73539|41.89704:-87.73486
19838289,32038281,32038282,73.407,41.84794:-87.72342|41.8486:-87.72344
915998537,946797442,946797441,53.38,41.89838:-87.73726|41.89886:-87.73725
1156064266,32008464,1118118312,31.146,41.88232:-87.75878|41.8826:-87.75879
19809845,32038785,32038786,97.855,41.8959:-87.75068|41.89678:-87.75069
915908542,32038916,946738153,54.492,41.89699:-87.73845|41.89748:-87.73846
1222313046,1159394658,1113516468,22.519,41.93052:-87.67729|41.93058:-87.67703
858787078,904810324,904810334,14.903,41.87509:-87.65363|41.87509:-87.65345
916174456,32050808,946909010,55.622,41.88296:-87.65876|41.88346:-87.65878
1210893371,32052014,1152030670,5.794,41.89736:-87.65191|41.89736:-87.65184
19835987,32053620,32053624,79.498,41.87053:-87.62954|41.87054:-87.62858
1170013299,1126851204,305443624,49.51,41.86721:-87.6377|41.86721:-87.63797|41.8672:-87.6381|41.86726:-87.63828
936546788,961869338,877697162,36.694,41.88018:-87.64568|41.88051:-87.64568
858605801,904656257,32051364,21.517,41.90342:-87.66191|41.90342:-87.66165
781358753,850497271,818313868,30.652,41.91537:-87.72336|41.91537:-87.72319|41.91538:-87.72299
915756078,946635571,946635572,66.207,41.91237:-87.71662|41.91238:-87.71582
915881896,946720820,946720970,82.301,41.90319:-87.72208|41.90393:-87.7221
916030362,1095542615,946819617,167.238,41.88464:-87.72338|41.88466:-87.72136
1080015715,1066726171,946659669,353.279,41.92204:-87.70222|41.92204:-87.69795
19817005,32037708,32037728,102.724,41.85479:-87.75418|41.85481:-87.75294
19817374,32007495,32007496,13.343,41.8508:-87.77368|41.85092:-87.77368
722895818,809929895,32007977,48.03,41.8817:-87.78509|41.88171:-87.78451
19809760,32008045,32008046,203.529,41.89639:-87.78495|41.89822:-87.785
16879001,32054454,32054458,32.763,41.88878:-87.62438|41.88907:-87.62431
915797868,946665161,946665162,51.176,41.88472:-87.65208|41.88518:-87.6521
915855819,946703777,32041487,47.988,41.92006:-87.71254|41.92006:-87.71196
1168516287,1125898158,32041872,46.731,41.88422:-87.68651|41.88441:-87.68652|41.88464:-87.68653
788012616,855136896,818313867,10.756,41.9172:-87.72406|41.9172:-87.72393
916159917,32039647,946900131,42.262,41.9191:-87.71928|41.91948:-87.71929
727568254,32053804,813202166,52.288,41.87841:-87.61742|41.87888:-87.61744
19836489,32040548,32040550,104.128,41.86561:-87.69459|41.86638:-87.69462|41.86654:-87.69468
945113316,967724634,32042075,44.486,41.90003:-87.6796|41.90043:-87.67961
19815406,32007701,32007702,7.784,41.87105:-87.77429|41.87112:-87.77429
19814993,32007405,32007416,205.912,41.8745:-87.77934|41.87635:-87.77945
916003142,946800572,946800571,53.837,41.86496:-87.77719|41.86497:-87.77654
1192897931,1141055484,1141055485,81.24,41.88106:-87.75752|41.88179:-87.75756
757021763,805712168,833847802,30.748,41.91676:-87.65765|41.91695:-87.65792
19808465,32008118,32008185,130.782,41.90178:-87.78998|41.9018:-87.7884
124648966,32008319,32008322,28.93,41.88709:-87.77485|41.88725:-87.77486|41.88735:-87.77486
915769901,946645066,32048659,51.814,41.84625:-87.65719|41.84653:-87.65669
915879602,946719347,946719399,34.51,41.87425:-87.69014|41.87456:-87.69016
915908525,946737101,946738144,62.275,41.93003:-87.74117|41.93059:-87.74118
19813079,32041998,32041999,102.313,41.8822:-87.6791|41.88312:-87.67912
718175089,806621259,806621256,14.479,41.88194:-87.6748|41.88207:-87.67481
718213589,806644720,806644719,14.455,41.87416:-87.65955|41.87429:-87.65955
778171202,848376947,32048931,54.511,41.86106:-87.65894|41.86155:-87.65896
868975825,911911227,911911232,36.431,41.87366:-87.65392|41.87366:-87.65348
956115196,947396937,975921752,204.625,41.8972:-87.72552|41.89904:-87.72556
1170773665,1100815738,1127311679,18.921,41.92824:-87.66826|41.92841:-87.66827
915870441,32055635,946713292,124.94,41.92704:-87.66055|41.92706:-87.65904
1171192736,1127568132,969032660,28.989,41.85183:-87.7012|41.85183:-87.70085
19814605,32040614,32040629,122.404,41.87508:-87.6923|41.87513:-87.6932|41.87523:-87.69376
1198133750,1144188164,1144188165,17.791,41.89243:-87.68186|41.89259:-87.68186
947276768,969100317,32042892,67.91,41.92475:-87.73659|41.92536:-87.73663
915791743,946660369,32048918,46.709,41.8689:-87.66408|41.86932:-87.66409
19806191,32052764,32052768,121.228,41.9128:-87.6435|41.91389:-87.64353
1168492875,305433489,1125885004,32.31,41.87389:-87.68619|41.8739:-87.6858
916035197,946822760,947369947,120.072,41.86543:-87.67518|41.86543:-87.67373
19836470,32040746,32040763,204.548,41.86572:-87.68357|41.86574:-87.6811
1169443818,32056184,1126493470,92.837,41.93001:-87.65512|41.93058:-87.65594
917583372,817229233,947807995,60.451,41.87585:-87.69139|41.87586:-87.69066
718214294,806645126,806645125,65.61,41.87938:-87.67516|41.87997:-87.67517
1178248749,1132063356,32040360,5.56,41.85099:-87.69296|41.85104:-87.69296
915948484,946763099,947479133,48.867,41.91846:-87.73453|41.91848:-87.73394
1080921214,1067348273,947478443,38.927,41.9181:-87.68062|41.91845:-87.68063
1209547013,1151181701,32050758,42.254,41.88102:-87.66197|41.8814:-87.66197
858460823,32050569,904529674,25.588,41.87824:-87.63668|41.87847:-87.63669
915842000,947448613,946693395,52.321,41.90097:-87.71592|41.90144:-87.71595
1046305028,32042034,1043718436,41.4,41.89489:-87.68438|41.8949:-87.68388
1012121101,32042202,1018115368,95.723,41.91756:-87.69034|41.91811:-87.69123
1182814407,1134872054,32056310,49.654,41.92191:-87.64195|41.92192:-87.64135
915846003,32048922,946697474,42.287,41.86608:-87.66151|41.86646:-87.66153
943906309,966629314,32052756,53.006,41.91108:-87.64043|41.9111:-87.63979
717840172,32056195,806435367,53.789,41.92182:-87.64865|41.92183:-87.648
930907515,957417606,32052744,24.519,41.90583:-87.63839|41.90605:-87.63841
1221981680,1159190661,32055422,49.734,41.92407:-87.67225|41.92439:-87.67267
722739493,809826568,809826567,36.704,41.90144:-87.77533|41.90177:-87.77534
1127984638,32008309,1099542399,59.605,41.88415:-87.77476|41.88415:-87.77404
1220682060,1158365347,1158367081,17.81,41.84931:-87.74346|41.84947:-87.74347
916169267,32050829,946905806,58.957,41.88664:-87.65886|41.88717:-87.65888
721082348,808677067,808677066,14.455,41.89545:-87.66729|41.89558:-87.66729
806703170,868825152,868824572,53.579,41.8935:-87.65706|41.89381:-87.6568|41.89391:-87.65672
858826993,904833114,904833115,17.386,41.88026:-87.66097|41.88026:-87.66076
915848764,946699232,946699231,49.681,41.88634:-87.65158|41.88635:-87.65098
916174461,946909013,32050802,54.511,41.88356:-87.66061|41.88405:-87.66063
915785967,32054381,946656168,52.366,41.89572:-87.62545|41.89619:-87.62549
915756314,946635718,32038403,47.842,41.86655:-87.73248|41.86698:-87.7325
915756891,946636083,946636084,114.33,41.84705:-87.68497|41.84707:-87.68359
1192491894,1140799472,32046222,51.156,41.92624:-87.69013|41.9267:-87.69014
916818198,947320440,32012326,153.558,41.9243:-87.77449|41.92568:-87.77456
948455155,969906507,32041948,130.027,41.8939:-87.68835|41.89394:-87.68678
944997052,967652415,32051651,23.18,41.88304:-87.65349|41.88304:-87.65321
915776564,946649714,32051646,30.034,41.88386:-87.65558|41.88413:-87.65559
1221289311,1158760681,32041463,73.648,41.91733:-87.71437|41.91734:-87.71348
916811600,32041108,947315600,48.005,41.89729:-87.71635|41.89729:-87.71577
1170741809,1127293264,32039162,75.631,41.88266:-87.72816|41.88334:-87.72818
1171681672,32039301,1127859322,156.806,41.88991:-87.72104|41.89101:-87.72106|41.89132:-87.72107
19836960,32038386,32038388,98.556,41.86053:-87.73599|41.86054:-87.7348
1121248602,32039861,1095311984,154.596,41.85:-87.70151|41.85139:-87.70155
1193529188,1141449688,946716718,29.797,41.89639:-87.78449|41.89639:-87.78413
19809779,32008039,32008041,131.606,41.89633:-87.78818|41.89634:-87.78659
993270656,1004069270,1004069263,9.103,41.90902:-87.74895|41.90902:-87.74884
1193305504,1141311841,1141311842,20.032,41.91812:-87.75842|41.9183:-87.75843
19804282,32046148,32046151,101.218,41.92299:-87.6937|41.9239:-87.69373
19757520,32054397,32054196,66.238,41.88326:-87.62451|41.88327:-87.62531
1078923165,32045469,1065829430,53.399,41.92278:-87.71532|41.92326:-87.71534
721176985,808737797,32053779,67.076,41.87322:-87.62141|41.87323:-87.6206
125169777,32042266,312084635,5.793,41.91043:-87.67996|41.91043:-87.67989
1221412891,1158831698,1158831696,13.343,41.90616:-87.72688|41.90628:-87.72688
1221672249,1158998867,1158998865,19.033,41.9081:-87.73987|41.9081:-87.73964
945004614,947260856,967657288,45.544,41.88504:-87.79358|41.88505:-87.79303
916030170,946819489,946819483,10.322,41.86377:-87.70089|41.86379:-87.70092|41.86381:-87.701
788012620,818313867,855136899,10.756,41.9172:-87.72393|41.9172:-87.7238
125167250,305461059,32008036,73.407,41.89105:-87.78478|41.89171:-87.7848
949335635,970452334,32008038,15.567,41.89442:-87.78486|41.89456:-87.78486
1168463007,1125864718,32042077,71.208,41.89618:-87.67705|41.89682:-87.67708
868975811,911911215,911911220,40.57,41.87491:-87.65446|41.87491:-87.65397
916725071,947260847,947260846,81.172,41.88038:-87.7894|41.88111:-87.7894
916714825,947254456,32008044,66.211,41.89985:-87.7875|41.89985:-87.7867
828661841,32051054,883404624,65.627,41.89836:-87.65661|41.89892:-87.65663|41.89895:-87.65663
778169769,848376067,32051703,13.343,41.88996:-87.6511|41.89008:-87.6511
19836448,32038536,32038537,101.08,41.86618:-87.72393|41.86621:-87.72271
1078919514,1065826016,32042359,43.867,41.91699:-87.67813|41.917:-87.6776
916062827,946840822,32056233,54.644,41.92909:-87.64711|41.92911:-87.64645
20068697,32007338,32007339,36.694,41.86504:-87.78023|41.86537:-87.78023
915360199,946381176,946381180,38.1,41.87913:-87.77892|41.87914:-87.77846
916707644,32007760,947249932,151.246,41.86373:-87.76792|41.86509:-87.76795
947122478,966120525,969007675,53.38,41.86428:-87.77529|41.86476:-87.7753
1219327012,1157453992,1157453989,31.467,41.8659:-87.76628|41.8659:-87.7659
1130029034,1100795352,32008715,159.718,41.91263:-87.76755|41.91265:-87.76562
1128323142,32051349,1099758952,104.632,41.90119:-87.66103|41.90157:-87.66112|41.90186:-87.66118|41.90212:-87.66122
19814595,32040878,32048806,37.258,41.87504:-87.67648|41.87504:-87.67603
915871537,947617625,946713997,147.947,41.90727:-87.78801|41.9086:-87.78806
916927968,32042132,947396948,48.007,41.91207:-87.69459|41.91208:-87.69401
915771647,946646309,946646310,129.283,41.8527:-87.74186|41.85274:-87.7403
956121987,946634989,975925563,53.825,41.87926:-87.79365|41.87927:-87.793
719647107,807628811,32039535,37.582,41.90338:-87.71939|41.90354:-87.71979
721176954,32053649,808737781,46.379,41.87555:-87.62869|41.87556:-87.62813
19812432,32008338,32008339,167.937,41.88561:-87.77337|41.88712:-87.77341
727449857,32056367,813119520,32.91,41.92563:-87.63603|41.92577:-87.63606|41.92582:-87.63612|41.92585:-87.63623
947845750,32008080,969461083,111.207,41.9017:-87.79485|41.9027:-87.79487
1126863706,32008347,1098782292,65.407,41.88566:-87.76993|41.88567:-87.76914
19817440,32006982,32006983,99.418,41.85055:-87.79577|41.85057:-87.79457
723703893,32053331,810460028,25.678,41.84752:-87.61918|41.84752:-87.61887
1178221271,32039817,1132044873,56.335,41.84914:-87.69845|41.84915:-87.69777
917005286,947456315,32050890,42.262,41.89579:-87.66136|41.89617:-87.66137
1168475255,868860821,1125872585,37.553,41.88555:-87.66272|41.88586:-87.66254
19810654,32050710,32050711,40.039,41.89241:-87.66719|41.89277:-87.6672
1089022215,1073042391,947389066,24.477,41.85015:-87.70763|41.85037:-87.70764
915791873,946660469,946660471,204.659,41.89115:-87.75608|41.89299:-87.75614
1219940512,1157868856,32048485,99.415,41.85227:-87.66969|41.85229:-87.66849
19809138,32054360,32054365,50.099,41.89799:-87.62979|41.89844:-87.62982
1169779079,1126712192,1126712191,24.477,41.87481:-87.62599|41.87503:-87.626
19802910,32012434,32012436,100.931,41.92942:-87.7674|41.92943:-87.76618
1192886689,1141048949,32008744,47.821,41.91083:-87.76179|41.91126:-87.7618
915787637,32053513,946657345,47.211,41.86926:-87.62585|41.86927:-87.62528
16900587,17152903,32051349,97.364,41.90035:-87.6607|41.90059:-87.66081|41.90087:-87.66092|41.90119:-87.66103
19813447,32048987,32050740,143.463,41.88021:-87.66436|41.8815:-87.66439
19812010,32051804,32051805,64.498,41.88678:-87.64982|41.88736:-87.64983
916176736,946910419,946654066,35.616,41.88185:-87.66056|41.88186:-87.66013
