linkId,refnodeid,nrefnodeid,linklength,shapepoints
1119977306,1094510929,806151764,123.526,41.90042:-87.64208|41.90153:-87.64214
1012037501,1018063638,32039771,49.705,41.85539:-87.70841|41.8554:-87.70781
1192462639,1140779894,969022618,32.247,41.87518:-87.75335|41.87547:-87.75335
936342385,32052531,961745133,28.923,41.89971:-87.63727|41.89997:-87.63728
1070606881,1059959703,32041250,81.242,41.88891:-87.70146|41.88893:-87.70146|41.88964:-87.7015
1121615882,1095573828,32055650,48.933,41.92854:-87.65614|41.92898:-87.65613
1032494479,1033662821,32007248,95.66,41.87706:-87.79414|41.87792:-87.79417
916991815,32008706,947443974,54.492,41.90946:-87.75931|41.90995:-87.75932
942514612,808031205,965749824,10.829,41.90957:-87.77533|41.90966:-87.77528
993133264,1003981674,1003981678,19.286,41.92571:-87.67271|41.92587:-87.6728
1171635725,1127833445,32054148,38.908,41.88574:-87.63293|41.88574:-87.63246
1168824796,32041161,1126092583,34.779,41.89917:-87.7088|41.89918:-87.70838
1088689502,947584038,1072836659,6.723,41.85741:-87.76043|41.85747:-87.76044
1080028519,947647969,1066736936,93.52,41.92:-87.67968|41.92002:-87.67855
916822452,32051184,947323542,49.66,41.91428:-87.67144|41.91429:-87.67084
1121241644,32042151,946778669,55.622,41.9157:-87.69226|41.9162:-87.69228
858718942,904757851,32042320,67.276,41.91229:-87.68043|41.91269:-87.68104
16881787,32050136,32050138,66.738,41.86175:-87.64454|41.86235:-87.64456
130106350,32050080,312133549,81.189,41.87796:-87.64549|41.87869:-87.64551
19813523,32007857,32038004,85.302,41.88033:-87.75872|41.88035:-87.75769
19835947,32038020,32038025,75.348,41.87173:-87.75|41.87173:-87.74929|41.87173:-87.74909
915757746,946636698,32038095,32.289,41.87097:-87.74248|41.87126:-87.7425
1221488791,1158881376,1158881375,37.714,41.89578:-87.65427|41.89589:-87.65446|41.89605:-87.65446
1169275949,1126394277,32007775,87.86,41.86482:-87.76429|41.86561:-87.76431
19810714,32008398,32008404,178.845,41.89286:-87.7722|41.8929:-87.77004
19817691,32037686,32037697,203.857,41.84751:-87.75151|41.84755:-87.7502|41.84755:-87.74905
1220663204,1158355439,1158355440,20.015,41.84729:-87.74323|41.84747:-87.74323
19817206,32007133,32007134,101.881,41.85256:-87.7811|41.85257:-87.77987
955772188,32008742,975689444,47.18,41.91124:-87.76303|41.91125:-87.76246
19816321,32007294,32007301,101.054,41.86346:-87.78635|41.86348:-87.78513
916088782,946778279,947364005,75.613,41.9137:-87.76499|41.91438:-87.76499
19836384,32040555,32040550,105.999,41.86653:-87.6934|41.86654:-87.69468
915969726,946778278,946778279,43.855,41.9137:-87.76552|41.9137:-87.76499
858345746,32053676,904431577,54.542,41.86412:-87.62256|41.86461:-87.62259
1170303079,1127037217,32050722,53.809,41.89853:-87.66922|41.89854:-87.66857
1198172679,1144208821,32050168,32.298,41.86001:-87.64132|41.86001:-87.64093
915800537,946667119,32040085,147.947,41.86694:-87.70321|41.86827:-87.70326
1048083912,305447168,1044848019,38.927,41.84846:-87.64649|41.84881:-87.64648
20163928,32053732,32053736,29.832,41.86496:-87.61935|41.86497:-87.61899
1168656204,32041091,1125984437,34.766,41.89003:-87.70882|41.89003:-87.7084
942511734,32042278,965747947,57.819,41.91354:-87.68393|41.91387:-87.68447
19807823,32008654,32008656,98.977,41.90487:-87.76388|41.90576:-87.7639
915872330,946714526,947260823,54.719,41.90794:-87.77751|41.90797:-87.77685
915773908,946647822,946647821,40.039,41.88592:-87.65624|41.88628:-87.65623
19809614,32051995,32051996,14.898,41.89627:-87.65544|41.89627:-87.65526
1193997694,1141733990,32050894,55.622,41.90032:-87.66253|41.90082:-87.66255
19804158,32055621,32055629,99.336,41.92344:-87.65839|41.92347:-87.65719
1033506794,1034383497,1034383507,28.153,41.87001:-87.70983|41.87001:-87.70949
915990148,946791778,32042209,43.435,41.92077:-87.69189|41.92077:-87.69144|41.92079:-87.69137
916003913,946801090,32049069,63.161,41.84627:-87.65431|41.84659:-87.65368
1198131637,1144187098,32042244,28.923,41.90648:-87.68225|41.90674:-87.68226
1169331898,1124880414,1126427911,38.953,41.85824:-87.79353|41.85859:-87.79355
733900847,32051270,817552496,29.973,41.91786:-87.67108|41.91789:-87.67072
19807228,32051105,32051106,34.234,41.90727:-87.67261|41.90741:-87.67249|41.90747:-87.67247|41.90755:-87.67247
16879503,32054216,32054228,55.474,41.88695:-87.62798|41.88696:-87.62731
19808961,32054327,32054366,122.513,41.89872:-87.6313|41.89874:-87.62982
19806560,32008717,32008742,100.978,41.91122:-87.76425|41.91124:-87.76303
1192901022,1140970036,1141057401,10.758,41.90762:-87.76062|41.90762:-87.76049
1168463013,1125864721,32042024,34.48,41.8894:-87.67686|41.88971:-87.67687
1078919513,947456312,1065826016,117.577,41.91695:-87.67955|41.91699:-87.67813
718211696,806643626,806643627,62.102,41.88028:-87.67763|41.88029:-87.67688
916094753,946861160,32050699,33.937,41.89236:-87.67087|41.89236:-87.67046
1169802451,1126726292,32050902,50.816,41.89035:-87.65956|41.89074:-87.65924
1150621724,1114407342,32050877,53.38,41.89563:-87.66563|41.89611:-87.66564
1102942426,946640316,1083065751,30.034,41.88935:-87.6546|41.88962:-87.65461
19810777,32050922,32050924,40.039,41.89182:-87.65738|41.89216:-87.65739|41.89218:-87.65739
915818420,946679340,946679341,111.831,41.85561:-87.66071|41.85563:-87.65936
956112280,975920173,32048717,46.394,41.85517:-87.65935|41.85518:-87.65879
1192886691,32008638,1141048951,109.021,41.9021:-87.76802|41.90308:-87.76806
946217379,816922334,968418395,46.417,41.8819:-87.63791|41.88191:-87.63757|41.88192:-87.63735
19812380,32050629,32050632,99.495,41.88521:-87.67061|41.88526:-87.66941
1167212869,32007513,1125077897,35.592,41.85816:-87.7739|41.85848:-87.77391
915839754,946693348,946693349,101.187,41.8941:-87.71937|41.89501:-87.71937
19838400,32039791,32039793,101.891,41.84637:-87.70385|41.84638:-87.70262
19807364,32008244,32008245,13.343,41.90738:-87.77941|41.9075:-87.77941
983407046,703219880,996951891,37.808,41.93028:-87.78643|41.93033:-87.78636|41.93033:-87.786
915857458,946704522,947386973,51.364,41.85243:-87.69363|41.85244:-87.69301
1192880887,1141045557,1141045556,20.726,41.88309:-87.74865|41.8831:-87.7484
1193528065,1141449021,32012350,36.704,41.9254:-87.76968|41.92573:-87.76969
858352608,904437187,904437188,8.816,41.8874:-87.62651|41.88747:-87.62656
19817075,32007123,32007135,100.222,41.85417:-87.78237|41.85418:-87.78116
1183491911,1135293216,1135293218,30.034,41.88218:-87.62699|41.88245:-87.627
947379315,969165397,32012451,48.954,41.92179:-87.75976|41.92223:-87.75978
1080015710,946659668,946659669,38.927,41.92169:-87.69794|41.92204:-87.69795
1102996440,848376938,1083100674,7.828,41.88813:-87.70143|41.8882:-87.70144
1033457559,1034349667,946649477,57.821,41.88346:-87.72876|41.88398:-87.72876
916822483,947323558,32042188,51.304,41.91212:-87.6891|41.91212:-87.68848
1220669544,1158359612,1158359613,36.694,41.85067:-87.74245|41.851:-87.74245
916725025,32008551,947260823,48.954,41.90753:-87.77683|41.90797:-87.77685
942336085,965635390,32041116,61.088,41.90039:-87.7123|41.90059:-87.71256|41.90072:-87.71273|41.90077:-87.71283
916806351,947311994,32012453,54.492,41.9236:-87.75981|41.92409:-87.7598
19806613,32008597,32008598,202.417,41.91107:-87.77527|41.91289:-87.77532
817018233,222819775,875478222,41.15,41.85292:-87.62547|41.85329:-87.62548
927353616,954615899,946754577,19.028,41.92562:-87.66596|41.92562:-87.66573
19837666,32048487,32048494,102.33,41.85409:-87.66853|41.85501:-87.66856
19808832,32054328,32054329,57.827,41.89928:-87.63131|41.8998:-87.63132
776401462,816916915,847132024,689.968,41.84611:-87.66088|41.84631:-87.66098|41.84652:-87.661|41.8523:-87.66115
956125469,946652329,975927577,125.585,41.85428:-87.65815|41.85494:-87.65817|41.85494:-87.65754
995823801,1005863079,1005863084,19.027,41.92771:-87.79248|41.92771:-87.79225
721176851,808737728,32054334,56.715,41.89035:-87.62802|41.89086:-87.62803
19808902,32041160,32041164,82.301,41.89938:-87.70932|41.90012:-87.70934
926534437,32054125,954105912,38.081,41.88447:-87.63246|41.88447:-87.63242|41.88447:-87.632
19810805,32041270,32041271,28.143,41.89195:-87.70233|41.89195:-87.70199
916811589,947315594,32039478,50.474,41.91532:-87.72833|41.91532:-87.72772
1088914744,946656158,1072977910,25.575,41.87704:-87.6643|41.87727:-87.6643
916037061,946823945,904117288,33.115,41.91835:-87.63722|41.91836:-87.63682
1169074399,1126271978,32048800,159.082,41.86783:-87.6665|41.86794:-87.6665|41.86807:-87.66651|41.86913:-87.66654|41.86926:-87.66655
1221352670,1158797958,946763559,18.903,41.86525:-87.66811|41.86542:-87.66811
955772789,975689743,32052702,45.597,41.90329:-87.64445|41.9037:-87.64446
19812714,32040930,32040938,95.693,41.88418:-87.71648|41.88438:-87.71668|41.8845:-87.71676|41.88463:-87.71681|41.88475:-87.71683|41.88497:-87.71686
915798116,32039242,946665350,48.838,41.88988:-87.72346|41.88988:-87.72287
1078918616,32045475,1065825402,53.374,41.9228:-87.71367|41.92328:-87.71367
915790002,946659079,32040335,47.878,41.84877:-87.6929|41.8492:-87.69293
943364337,32040357,966285152,35.592,41.85466:-87.69554|41.85498:-87.69555
19811664,32038693,32038694,123.526,41.8889:-87.75781|41.89001:-87.75787
1157554563,32007408,1119061241,20.728,41.8763:-87.78187|41.87631:-87.78162
727621945,302242655,813236974,18.903,41.87451:-87.62058|41.87468:-87.62058
1078396034,32053716,1065446187,16.156,41.86742:-87.62266|41.86754:-87.62255
916000565,946798818,1033594738,163.789,41.88273:-87.76746|41.88277:-87.76744|41.8842:-87.76748
1102419634,32040215,1082730262,33.369,41.8737:-87.70592|41.874:-87.70593
1033565454,1034418955,32045535,92.307,41.92722:-87.70761|41.92805:-87.70763
915796972,947472810,946664437,153.505,41.91998:-87.64918|41.92136:-87.64923
1221967820,1159181369,1159181370,26.662,41.91648:-87.65694|41.91664:-87.65718
867683416,911000557,911000559,16.152,41.91009:-87.65375|41.91021:-87.65386
19806054,32052649,32052650,18.613,41.91369:-87.65342|41.91375:-87.65321
1222782972,1158490378,810024744,81.043,41.88025:-87.76551|41.88048:-87.76551|41.88048:-87.76484
19813318,32041863,32041864,102.329,41.88115:-87.68847|41.88207:-87.6885
718173385,806620332,806620331,17.81,41.88305:-87.6725|41.88321:-87.67251
19809288,32042072,32042073,102.313,41.89768:-87.67956|41.8986:-87.67958
915794558,946662543,946662542,14.912,41.86952:-87.73967|41.86962:-87.73955
916079931,946851812,947251411,53.014,41.85913:-87.74636|41.85914:-87.74572
916036784,946823779,946823780,99.31,41.90816:-87.68593|41.90817:-87.68473
721467464,32038588,847113796,50.056,41.87344:-87.72544|41.87372:-87.72544|41.87389:-87.72545
721464505,808925320,32054654,36.704,41.89301:-87.62419|41.89334:-87.6242
125167184,32007926,32007923,76.229,41.88846:-87.78959|41.88849:-87.79051
19807012,32008208,32008212,50.491,41.90912:-87.78662|41.90913:-87.78601
917005257,947456299,32054783,60.504,41.90582:-87.62805|41.90585:-87.62732
1169666262,1126641786,1126641785,23.366,41.91767:-87.6485|41.91788:-87.64851
727441284,813114317,813113012,117.057,41.92228:-87.63216|41.9233:-87.63251
996126877,1006049747,1006049728,21.127,41.91586:-87.74487|41.91605:-87.74487
1192898994,32008447,1141056207,98.517,41.88574:-87.76506|41.88575:-87.76387
947151424,969024985,32006966,43.249,41.84842:-87.79365|41.84867:-87.79325
859414722,1083104079,848373105,12.414,41.90247:-87.74112|41.90247:-87.74097
915859360,1018119195,946706081,150.722,41.86774:-87.71302|41.86776:-87.7112
19805999,32042149,32042150,94.53,41.91395:-87.6922|41.9148:-87.69222
858460828,904529676,904529675,6.672,41.87847:-87.63669|41.87853:-87.63669
19810044,32039178,32039179,102.689,41.89523:-87.73468|41.89526:-87.73344
916808077,947313036,32041782,28.959,41.91745:-87.70081|41.91745:-87.70046
1168053140,32011784,1125609804,37.815,41.92917:-87.78565|41.92951:-87.78566
915805139,946670310,32042033,48.954,41.89352:-87.68434|41.89396:-87.68436
916996399,947447993,32042394,152.251,41.92959:-87.75573|41.92962:-87.75389
915822318,947472821,946681892,69.61,41.92635:-87.64879|41.92633:-87.64917|41.92638:-87.64928|41.9266:-87.64943
1033331686,1034269931,1034269930,64.527,41.92866:-87.7582|41.92866:-87.75742
916854555,32038218,947346999,48.954,41.85428:-87.7346|41.85472:-87.73462
764257850,838614144,838614145,37.815,41.89041:-87.6241|41.89075:-87.62411
915787950,946657593,32046212,93.821,41.92407:-87.68874|41.92407:-87.68781|41.9241:-87.68761
916912240,947386297,32043033,55.604,41.92402:-87.72427|41.92452:-87.72428
858086940,904222041,32054675,13.369,41.89088:-87.62024|41.891:-87.62023
1173058803,1128217022,1128708222,61.196,41.92394:-87.67529|41.92426:-87.67531|41.92449:-87.67531
915881451,946720671,32038915,47.821,41.89566:-87.73841|41.89609:-87.73842
1120257954,1094690069,1094690068,38.918,41.87132:-87.64618|41.87167:-87.64618
916868128,32038339,947356522,48.926,41.8589:-87.72252|41.85902:-87.72252|41.85934:-87.72252
915795567,946662951,947386989,147.025,41.85923:-87.7317|41.86009:-87.73171|41.86011:-87.73109
1162140560,32038508,1121938510,52.288,41.8788:-87.73049|41.87927:-87.73051
1173188601,32054448,1128783890,35.612,41.88833:-87.6245|41.88834:-87.62493
916049517,946832278,32011789,44.486,41.92151:-87.78292|41.92191:-87.78293
916715617,947254964,32007141,51.397,41.85618:-87.78432|41.8562:-87.7837
19813635,32039983,32040022,212.817,41.87956:-87.71354|41.8796:-87.71097
19835558,32040004,32040023,96.743,41.87459:-87.70839|41.87546:-87.70838
19811877,32038724,32038721,101.825,41.88786:-87.75046|41.88787:-87.75169
19835543,32053635,32053640,42.241,41.87437:-87.6276|41.87438:-87.62709
1160258797,32008408,32008417,103.425,41.89565:-87.77026|41.89658:-87.77028
19812102,32008339,32008341,118.381,41.88712:-87.77341|41.88713:-87.77198
858351747,904436576,32052645,58.166,41.91317:-87.65269|41.91353:-87.6532
19791144,32054484,32054487,15.655,41.88809:-87.62235|41.88823:-87.62237
916169333,946905847,32039939,49.695,41.86816:-87.71121|41.86817:-87.71061
1188635003,1138410606,1138410605,65.728,41.91475:-87.75771|41.91531:-87.75773|41.91534:-87.75774
19836111,32038541,32038594,101.201,41.86984:-87.72284|41.87075:-87.72286
721679940,809082467,809082460,19.191,41.92972:-87.78905|41.92989:-87.78909
1130056204,32038749,1100811177,166.866,41.89131:-87.75422|41.89281:-87.75428
995986934,1005965414,1005965415,20.299,41.92328:-87.79136|41.9234:-87.79135|41.92345:-87.7913
1168591867,32053217,1125945706,44.488,41.85106:-87.62704|41.85116:-87.62704|41.85146:-87.62705
19804796,32039490,32042923,201.324,41.92082:-87.72787|41.92263:-87.72793
1193178418,1141230885,947308499,72.319,41.92283:-87.76837|41.92348:-87.7684
915818822,32055497,946679625,62.186,41.92695:-87.66942|41.92695:-87.66993|41.92707:-87.67011
1065377693,1056703326,32054476,18.245,41.88818:-87.62308|41.88819:-87.6233
1103001664,901813516,1083299550,19.036,41.89879:-87.74138|41.89879:-87.74115
19837304,32048496,32048507,150.797,41.85683:-87.66862|41.85687:-87.6668
913050293,813057752,944920934,19.039,41.88909:-87.63896|41.88909:-87.63873
858429874,904504005,808733028,16.7,41.88994:-87.62664|41.89009:-87.62665
916172954,946908092,32038611,154.857,41.87797:-87.72497|41.878:-87.7231
916806328,32012357,947311983,52.129,41.92937:-87.77226|41.92938:-87.77163
1160734059,1121043132,32007558,177.96,41.84573:-87.76497|41.84733:-87.76502
996126857,1006049733,1006049731,17.868,41.91642:-87.745|41.91658:-87.74502
19808468,32039073,32039074,106.75,41.90155:-87.73857|41.90251:-87.73858
843778474,893765552,893765551,37.815,41.88729:-87.64135|41.88763:-87.64136
19815163,32007218,32007215,70.006,41.87292:-87.79518|41.87304:-87.79601
19812702,32041241,32041254,147.91,41.88416:-87.69882|41.88549:-87.69885
1007567097,1014252866,32007382,51.343,41.87808:-87.785|41.87809:-87.78438
19814287,32007241,32007243,112.356,41.87689:-87.79534|41.8779:-87.79538
1080015717,1066726172,1065825410,134.864,41.92143:-87.71692|41.92144:-87.71529
1200770918,32053346,1145802347,34.789,41.84818:-87.61745|41.84818:-87.6174|41.84818:-87.61703
19816031,32037969,32037970,98.567,41.86578:-87.75204|41.8658:-87.75085
917024358,947468372,32038129,158.173,41.87593:-87.74457|41.87596:-87.74266
956131217,975930822,975930823,101.779,41.92792:-87.66527|41.92794:-87.66404
19813584,32038516,32038607,202.884,41.87972:-87.72807|41.87976:-87.72562
916998723,32012422,947450102,54.511,41.92395:-87.76841|41.92444:-87.76843
945609728,946796017,968034156,24.086,41.91247:-87.65017|41.91262:-87.65038
1174958739,1130113592,969047684,24.463,41.84838:-87.71368|41.8486:-87.71368
1162445425,32039768,1122113421,17.556,41.85649:-87.70903|41.85656:-87.70884
916992685,32012322,947444732,152.393,41.92202:-87.7744|41.92339:-87.77445
19791050,32054206,32054217,126.654,41.88695:-87.62951|41.88695:-87.62798
19811019,32054301,32054305,124.208,41.8908:-87.63259|41.89083:-87.63109
125147375,302246222,302246220,30.612,41.88913:-87.64026|41.88921:-87.64029|41.88932:-87.64032|41.8894:-87.64032
19814573,32039968,32039969,30.068,41.87542:-87.71573|41.87569:-87.71571
19805576,32039131,32039132,101.796,41.91702:-87.74|41.91704:-87.73877
19838340,32038190,32038191,124.607,41.84731:-87.73221|41.84843:-87.73226
916892504,32038355,947373006,55.597,41.85296:-87.7199|41.85346:-87.7199
915791296,946660023,946660029,58.468,41.85689:-87.70662|41.8569:-87.70648|41.85711:-87.70599
19838349,32038199,32038272,133.434,41.84693:-87.72786|41.84697:-87.72625
1169446061,807777441,1126494697,85.587,41.90852:-87.64621|41.90905:-87.64696
1012205537,1018166703,32052825,53.002,41.91648:-87.64058|41.9165:-87.63994
859177596,905065431,905065424,48.954,41.87367:-87.64702|41.87411:-87.64704
727644657,813250831,32053621,44.486,41.8714:-87.62956|41.8718:-87.62957
947485403,32053455,969229584,137.904,41.8619:-87.63024|41.86314:-87.63027
858502651,32050520,904563521,31.135,41.87699:-87.63665|41.87727:-87.63665
19813598,32007712,32007713,32.307,41.88002:-87.77829|41.88003:-87.7779
130089008,32008300,312097085,58.957,41.88209:-87.77634|41.88262:-87.77636
19944407,32007130,32007479,101.902,41.85083:-87.77984|41.85085:-87.77861
1221402189,1158825724,1158825725,17.374,41.92509:-87.7121|41.92509:-87.71189
20088206,32040111,32040150,69.722,41.86314:-87.69921|41.86324:-87.69881|41.86324:-87.69839
923581460,32048510,952247962,38.161,41.85779:-87.66618|41.85781:-87.66572
841145308,891873735,847132041,18.649,41.85324:-87.6498|41.85333:-87.64961
19807264,32008702,32008705,201.305,41.90764:-87.75961|41.90945:-87.75966
721082320,32054317,808677050,52.156,41.89663:-87.63273|41.89664:-87.6321
936342386,961745133,958067156,25.588,41.89997:-87.63728|41.9002:-87.63729
942778221,965920217,877684824,34.718,41.88538:-87.64593|41.88569:-87.64598
