sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.072;-7.883;5.432;0.024;-8.117;5.503;-0.006;0.218;-0.124;-0.001;-0.001;0.006;13.0;-31.0;54.6;33.6;27.9;55.9;-0.2;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;301525;2019-02-26 07:43:11:503
-0.004;-7.974;5.422;0.032;-8.119;5.501;0.045;0.058;-0.075;-0.002;-0.001;0.009;13.0;-30.1;56.3;32.9;27.3;55.9;-0.3;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;302025;2019-02-26 07:43:12:003
0.099;-8.039;5.407;0.037;-8.12;5.498;-0.011;0.064;-0.058;-0.002;0.0;0.007;11.0;-31.0;56.6;32.9;27.8;55.9;-0.4;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;302525;2019-02-26 07:43:12:503
0.078;-8.049;5.437;0.041;-8.121;5.497;0.052;0.062;-0.079;-0.001;-0.001;0.007;11.0;-31.0;56.5;33.2;28.1;55.9;-0.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;303026;2019-02-26 07:43:13:004
0.05;-8.065;5.392;0.037;-8.122;5.495;-0.02;0.1;-0.063;-0.002;-0.001;0.011;11.0;-31.1;56.3;33.2;28.1;55.9;-0.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;303525;2019-02-26 07:43:13:503
-0.017;-7.981;5.437;0.028;-8.125;5.492;-0.046;0.143;-0.055;-0.001;-0.001;0.009;11.0;-31.6;55.9;32.9;28.8;55.9;-0.3;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;304026;2019-02-26 07:43:14:004
0.069;-8.0;5.411;0.035;-8.124;5.493;0.016;0.062;-0.099;-0.004;0.0;0.009;11.0;-31.6;55.5;33.4;28.8;55.9;-0.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;304525;2019-02-26 07:43:14:503
0.091;-8.047;5.44;0.037;-8.124;5.493;0.058;0.035;-0.091;-0.002;0.0;0.009;11.0;-32.3;55.1;33.0;29.1;55.9;-0.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;305026;2019-02-26 07:43:15:004
0.041;-8.108;5.41;0.037;-8.124;5.493;0.004;0.016;-0.083;-0.001;0.0;0.011;11.0;-32.6;55.1;33.0;29.8;55.9;-0.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;305525;2019-02-26 07:43:15:503
0.01;-7.914;5.356;0.039;-8.123;5.495;0.046;0.216;-0.089;-0.001;-0.001;0.01;13.0;-32.5;55.0;32.8;29.8;55.9;-0.4;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;306026;2019-02-26 07:43:16:004
0.036;-7.937;5.349;0.034;-8.125;5.491;-0.057;0.098;-0.153;-0.001;0.002;0.01;11.0;-32.4;54.4;32.9;29.3;56.0;-0.4;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;306525;2019-02-26 07:43:16:503
0.008;-7.857;5.6;0.024;-8.115;5.507;0.048;0.3;0.104;0.0;-0.002;0.011;11.0;-32.7;53.0;32.6;30.2;55.8;-0.3;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;0.0;44.04194;;8 / 22;307026;2019-02-26 07:43:17:004
-0.05;-7.798;5.75;-0.044;-7.983;5.696;-0.148;0.328;0.275;0.002;-0.007;0.016;13.0;-33.7;54.1;33.7;29.7;54.5;0.4;3.0;1007.0;35.64;42.10507;-87.84013;522.6;NaN;;0.0;44.04194;;8 / 22;307525;2019-02-26 07:43:17:503
-0.406;-7.494;6.181;-0.133;-7.798;5.945;-0.133;0.262;0.212;0.018;-0.053;0.021;13.0;-33.8;54.0;33.2;29.2;52.7;1.3;3.0;1007.0;35.64;42.10507;-87.84013;522.6;NaN;;0.0;44.04194;;8 / 22;308026;2019-02-26 07:43:18:004
-0.56;-7.068;6.801;-0.299;-7.393;6.437;-0.413;0.267;0.351;0.01;-0.087;0.084;13.0;-33.8;53.8;33.0;27.8;48.9;2.7;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;0.0;44.04194;;8 / 22;308525;2019-02-26 07:43:18:503
-0.631;-7.53;6.567;-0.66;-7.158;6.671;-0.77;0.018;0.127;-0.023;-0.171;0.133;13.0;-32.5;52.9;32.2;25.6;46.9;5.7;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;0.0;44.04194;;8 / 22;309026;2019-02-26 07:43:19:004
-0.797;-7.29;6.46;-0.652;-7.134;6.697;-0.96;-0.417;-0.025;0.045;-0.186;0.215;13.0;-31.0;52.1;30.9;24.8;46.7;5.6;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;6.3;44.04194;281.2;8 / 22;309525;2019-02-26 07:43:19:503
-0.291;-7.034;6.859;-0.547;-7.127;6.714;0.326;0.162;-0.495;0.031;-0.175;0.178;11.0;-30.3;51.3;29.0;25.5;46.6;4.7;3.0;1007.0;35.64;42.10507;-87.84013;522.6;NaN;;6.3;44.04194;281.2;8 / 22;310026;2019-02-26 07:43:20:004
-0.126;-7.67;6.895;-0.444;-7.149;6.699;1.939;-0.724;0.194;-0.001;-0.121;0.061;11.0;-29.5;50.7;27.8;25.5;46.8;3.8;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;11.9;44.04194;271.8;8 / 22;310526;2019-02-26 07:43:20:504
-0.269;-7.79;5.771;-0.325;-7.527;6.277;0.088;-0.292;-0.476;-0.022;-0.075;0.059;11.0;-29.6;50.2;26.5;27.9;50.1;3.0;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;11.9;44.04194;271.8;8 / 22;311026;2019-02-26 07:43:21:004
-0.251;-7.385;5.747;-0.316;-7.746;6.005;0.256;0.332;0.108;-0.018;-0.084;0.031;11.0;-29.2;49.8;26.2;27.8;52.2;3.0;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;16.0;44.04194;272.7;8 / 22;311525;2019-02-26 07:43:21:503
-0.293;-7.14;6.276;0.014;-7.621;6.172;0.138;0.335;0.03;-0.012;-0.013;0.027;11.0;-29.6;49.9;25.6;30.2;51.0;-0.1;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;16.0;44.04194;272.7;8 / 22;312026;2019-02-26 07:43:22:004
-0.187;-7.015;6.254;0.107;-7.575;6.227;0.146;-0.086;0.041;0.016;0.004;0.018;11.0;-30.0;49.9;25.3;31.0;50.6;-1.0;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;19.3;44.04194;264.0;8 / 22;312525;2019-02-26 07:43:22:503
0.505;-7.452;5.954;0.245;-7.572;6.227;0.308;0.234;-0.759;-0.033;0.028;0.032;11.0;-29.9;50.0;25.4;31.7;50.5;-2.3;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;19.3;44.04194;264.0;8 / 22;313026;2019-02-26 07:43:23:004
-0.062;-7.84;6.208;0.214;-7.6;6.194;0.504;0.714;-0.498;0.001;0.029;0.032;9.0;-29.4;49.7;25.4;30.7;50.8;-2.0;3.0;1006.8;35.64;42.10507;-87.84013;525.8;NaN;;22.0;44.04194;265.5;8 / 22;313525;2019-02-26 07:43:23:503
-0.036;-7.682;5.957;0.069;-7.668;6.113;1.563;-0.249;-0.031;-0.013;0.049;0.051;9.0;-28.9;49.4;25.7;30.1;51.4;-0.7;3.0;1006.8;35.64;42.10507;-87.84013;525.8;NaN;;22.0;44.04194;265.5;8 / 22;314025;2019-02-26 07:43:24:003
0.036;-7.787;6.337;-0.006;-7.694;6.08;-0.009;-0.526;0.254;0.009;0.022;-0.006;9.0;-28.6;48.6;25.3;30.1;51.7;0.1;3.0;1006.8;35.64;42.10507;-87.84013;525.8;NaN;;25.1;44.04194;265.9;8 / 22;314526;2019-02-26 07:43:24:504
0.369;-8.432;4.982;0.216;-8.006;5.66;-0.716;0.342;-0.625;0.0;0.017;-0.012;9.0;-29.3;48.2;26.6;31.6;54.7;-2.2;3.0;1006.8;35.64;42.10507;-87.84013;525.8;NaN;;25.1;44.04194;265.9;8 / 22;315025;2019-02-26 07:43:25:003
-0.214;-8.288;5.004;0.176;-8.195;5.383;-0.204;-0.124;-0.341;-0.053;0.015;0.005;9.0;-29.0;48.8;25.6;32.0;56.7;-1.9;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;26.5;44.04194;266.9;8 / 22;315526;2019-02-26 07:43:25:504
0.419;-8.772;4.879;0.17;-8.35;5.141;-0.227;-0.349;-0.496;-0.007;0.013;0.018;9.0;-29.3;48.2;25.3;33.2;58.4;-1.9;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;26.5;44.04194;266.9;8 / 22;316026;2019-02-26 07:43:26:004
0.249;-9.341;3.988;0.292;-8.855;4.204;0.066;-0.317;-0.53;-0.012;0.026;0.01;11.0;-29.8;47.9;26.0;37.0;64.6;-4.0;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;24.8;44.04194;267.8;8 / 22;316525;2019-02-26 07:43:26:503
0.52;-9.159;3.303;0.233;-9.085;3.686;0.18;-0.145;-0.167;0.001;0.009;0.005;9.0;-28.1;48.2;26.3;36.2;67.9;-3.6;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;24.8;44.04194;267.8;8 / 22;317026;2019-02-26 07:43:27:004
0.502;-6.298;2.795;0.221;-9.09;3.672;-0.676;3.136;-0.433;-0.097;0.022;0.022;11.0;-27.7;47.3;24.2;37.5;68.0;-3.4;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;18.4;44.04194;268.6;8 / 22;317530;2019-02-26 07:43:27:508
-0.388;-7.969;5.364;-0.113;-8.712;4.501;-0.729;2.826;-0.934;0.056;-0.015;-0.038;9.0;-28.3;49.1;27.6;29.6;62.7;1.4;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;18.4;44.04194;268.6;8 / 22;318025;2019-02-26 07:43:28:003
-0.77;-9.088;6.322;-0.058;-8.394;5.07;-0.143;0.871;0.507;0.086;0.009;0.04;9.0;-28.2;49.7;29.0;28.5;58.9;0.7;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;12.0;44.04194;267.9;8 / 22;318526;2019-02-26 07:43:28:504
-0.245;-6.677;6.196;-0.335;-7.804;5.929;-0.026;1.232;-0.033;-0.071;-0.007;-0.007;11.0;-28.0;49.1;26.3;27.2;52.7;3.2;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;12.0;44.04194;267.9;8 / 22;319025;2019-02-26 07:43:29:003
-0.292;-7.017;6.918;-0.396;-7.205;6.641;-0.053;0.141;0.065;-0.018;-0.005;0.006;13.0;-28.1;49.2;26.7;25.9;47.3;3.4;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;11.7;44.04194;269.3;8 / 22;319525;2019-02-26 07:43:29:503
-0.474;-7.166;6.825;-0.379;-7.148;6.703;0.17;0.064;0.181;-0.009;0.002;0.006;13.0;-29.1;49.1;26.6;26.8;46.8;3.2;3.0;1006.8;35.64;42.10507;-87.84013;529.0;NaN;;11.7;44.04194;269.3;8 / 22;320026;2019-02-26 07:43:30:004
-0.188;-7.189;6.762;-0.355;-7.129;6.724;0.44;0.232;-0.195;-0.01;-0.002;-0.004;11.0;-29.2;49.3;27.4;26.9;46.6;3.0;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;16.3;44.04194;269.2;8 / 22;320525;2019-02-26 07:43:30:503
0.014;-6.983;6.716;-0.268;-7.193;6.661;-0.103;0.004;-0.137;-0.007;0.001;-0.026;11.0;-28.0;49.0;28.1;26.2;47.2;2.3;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;16.3;44.04194;269.2;8 / 22;321025;2019-02-26 07:43:31:003
0.103;-6.88;5.677;-0.17;-7.303;6.543;-1.208;0.48;-0.91;0.018;0.015;-0.017;11.0;-27.7;49.4;27.3;27.1;48.1;1.5;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;21.4;44.04194;269.8;8 / 22;321525;2019-02-26 07:43:31:503
-1.04;-6.291;5.906;-0.222;-7.459;6.363;1.293;-0.416;-0.041;0.02;-0.024;-0.016;13.0;-27.8;49.2;27.3;27.0;49.5;2.0;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;21.4;44.04194;269.8;8 / 22;322025;2019-02-26 07:43:32:003
-0.102;-7.954;5.379;-0.113;-8.063;5.581;-0.163;0.069;-0.3;0.042;-0.006;0.007;11.0;-30.7;49.9;27.3;30.8;55.3;1.2;3.0;1006.8;35.64;42.10507;-87.84013;525.8;NaN;;25.5;44.04194;269.8;8 / 22;322525;2019-02-26 07:43:32:503
0.0;-8.481;4.887;-0.07;-8.23;5.332;0.229;-0.103;-0.577;0.004;-0.017;0.015;11.0;-30.8;48.2;26.5;32.4;57.1;0.8;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;25.5;44.04194;269.8;8 / 22;323025;2019-02-26 07:43:33:003
-0.053;-8.778;4.644;0.056;-8.52;4.855;0.204;0.065;-0.237;-0.024;-0.012;-0.006;11.0;-29.6;48.7;26.3;33.1;60.3;-0.7;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;25.5;44.04194;270.3;8 / 22;323525;2019-02-26 07:43:33:503
0.527;-8.774;4.594;0.353;-8.655;4.598;0.232;-0.499;0.02;-0.001;0.02;-0.02;11.0;-28.7;49.4;26.1;35.1;62.0;-4.4;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;25.5;44.04194;270.3;8 / 22;324025;2019-02-26 07:43:34:003
1.707;-8.477;4.472;1.004;-8.661;4.488;0.526;0.195;-0.105;0.002;0.108;-0.066;9.0;-29.9;49.6;25.9;41.1;62.0;-12.6;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;22.2;44.04194;270.3;8 / 22;324525;2019-02-26 07:43:34:503
1.516;-8.296;4.657;1.302;-8.549;4.624;0.212;0.189;0.128;-0.013;0.169;-0.13;11.0;-30.5;50.3;27.2;43.0;60.7;-15.7;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;22.2;44.04194;270.3;8 / 22;325026;2019-02-26 07:43:35:004
1.589;-7.928;5.078;1.431;-8.467;4.736;0.284;0.437;0.311;-0.006;0.25;-0.138;11.0;-31.7;51.2;29.3;43.1;59.7;-16.8;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;17.3;44.04194;279.1;8 / 22;325526;2019-02-26 07:43:35:504
1.81;-7.563;5.09;1.543;-8.305;4.982;-0.661;-0.267;0.601;-0.024;0.327;-0.18;11.0;-32.3;53.9;31.7;40.7;57.9;-17.2;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;17.3;44.04194;279.1;8 / 22;326026;2019-02-26 07:43:36:004
2.136;-7.914;5.377;1.742;-8.159;5.154;0.119;0.045;0.147;-0.053;0.326;-0.211;9.0;-35.8;55.1;34.0;43.3;56.3;-18.7;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;15.0;44.04194;291.7;8 / 22;326525;2019-02-26 07:43:36:503
1.906;-7.344;5.403;1.805;-7.912;5.505;0.939;0.273;0.727;0.0;0.352;-0.259;9.0;-39.2;56.8;37.4;42.9;53.8;-18.2;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;15.0;44.04194;291.7;8 / 22;327026;2019-02-26 07:43:37:004
2.206;-7.681;6.106;1.65;-7.663;5.894;0.637;0.047;0.14;-0.017;0.343;-0.309;11.0;-41.6;57.1;38.3;42.5;51.4;-15.6;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;14.7;44.04194;323.8;8 / 22;327525;2019-02-26 07:43:37:503
1.687;-7.733;6.176;1.636;-7.504;6.098;-0.176;-0.017;0.118;-0.02;0.371;-0.213;11.0;-46.0;57.2;39.1;44.0;49.9;-15.0;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;14.7;44.04194;323.8;8 / 22;328025;2019-02-26 07:43:38:003
0.783;-7.527;6.11;1.493;-7.351;6.317;-0.102;-0.341;-0.144;0.027;0.282;-0.134;11.0;-49.7;57.4;39.8;44.8;48.6;-13.3;3.0;1006.8;35.64;42.10507;-87.84013;522.6;NaN;;17.1;44.04194;343.7;8 / 22;328526;2019-02-26 07:43:38:504
0.302;-7.951;6.439;0.956;-7.369;6.4;-0.473;-1.135;0.029;-0.04;0.125;-0.099;11.0;-52.0;57.1;39.1;43.2;48.7;-8.5;3.0;1006.8;35.64;42.10507;-87.84013;522.6;NaN;;17.1;44.04194;343.7;8 / 22;329025;2019-02-26 07:43:39:003
0.078;-8.238;5.229;-0.049;-8.009;5.659;0.138;-0.206;-0.397;0.029;0.017;-0.004;11.0;-52.7;56.5;38.9;39.0;54.8;0.5;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;17.7;44.04194;347.9;8 / 22;329528;2019-02-26 07:43:39:506
0.34;-9.039;4.183;0.041;-8.419;5.029;0.481;-0.684;-0.624;-0.001;-0.01;0.002;9.0;-52.3;55.7;39.1;40.2;59.1;-0.5;3.0;1006.8;35.64;42.10507;-87.84013;522.6;NaN;;17.7;44.04194;347.9;8 / 22;330025;2019-02-26 07:43:40:003
0.34;-9.039;4.183;0.041;-8.419;5.029;0.481;-0.684;-0.624;-0.001;-0.01;0.002;9.0;-52.3;55.7;39.1;40.2;59.1;-0.5;3.0;1006.8;35.64;42.10507;-87.84013;522.6;NaN;;17.7;44.04194;347.9;8 / 22;330035;2019-02-26 07:43:40:013
-1.568;-10.512;4.791;0.194;-8.981;3.934;0.61;-0.402;0.002;0.121;0.005;0.083;9.0;-51.1;55.8;39.5;43.0;66.3;-2.8;3.0;1006.9;35.64;42.10507;-87.84013;522.6;NaN;;20.7;44.04194;358.9;8 / 22;330534;2019-02-26 07:43:40:512
-0.184;-12.197;7.639;0.235;-8.816;4.288;0.171;-3.939;3.221;-0.122;-0.01;0.045;9.0;-50.9;55.5;38.6;42.9;64.0;-3.1;3.0;1007.0;35.64;42.10507;-87.84013;522.6;NaN;;20.7;44.04194;358.9;8 / 22;331034;2019-02-26 07:43:41:012
0.01;-6.444;4.684;-0.036;-8.422;5.024;0.013;-0.144;0.141;0.126;-0.055;-0.005;11.0;-51.5;56.3;38.6;39.1;59.2;0.4;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;16.3;44.04194;1.9;8 / 22;331535;2019-02-26 07:43:41:513
-0.96;-5.578;4.132;-0.567;-8.052;5.569;-0.02;1.73;-0.783;0.07;-0.082;-0.026;11.0;-50.8;56.0;38.0;34.9;55.2;5.8;3.0;1006.7;35.64;42.10507;-87.84013;525.8;NaN;;16.3;44.04194;1.9;8 / 22;332035;2019-02-26 07:43:42:013
-1.573;-7.089;6.455;0.056;-7.483;6.338;-1.382;0.391;0.116;-0.059;0.039;0.103;9.0;-51.2;55.7;37.3;38.7;49.7;-0.5;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;15.4;44.04194;1.7;8 / 22;332534;2019-02-26 07:43:42:512
-0.077;-7.27;6.492;-0.045;-7.396;6.44;-0.273;0.234;0.064;-0.024;0.022;0.045;11.0;-51.3;55.4;37.3;38.3;49.0;0.4;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;15.4;44.04194;1.7;8 / 22;333034;2019-02-26 07:43:43:012
0.369;-7.295;6.408;-0.205;-7.38;6.454;-0.49;0.19;-0.168;0.01;-0.01;0.012;9.0;-51.6;55.6;37.4;37.6;48.8;1.8;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;18.0;44.04194;1.6;8 / 22;333535;2019-02-26 07:43:43:513
-0.06;-7.349;6.26;-0.245;-7.389;6.443;0.125;0.034;-0.09;-0.023;0.007;0.022;9.0;-52.2;55.6;36.8;37.4;48.9;2.2;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;18.0;44.04194;1.6;8 / 22;334035;2019-02-26 07:43:44:013
0.151;-7.586;5.35;-0.295;-7.552;6.249;-0.131;0.164;-1.206;-0.034;-0.034;-0.011;9.0;-51.9;56.0;37.3;37.2;50.4;2.7;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;22.0;44.04194;359.9;8 / 22;334535;2019-02-26 07:43:44:513
-1.129;-7.558;4.9;-0.251;-8.112;5.504;0.404;1.055;-0.748;0.084;-0.016;0.051;11.0;-51.5;56.3;38.6;36.8;55.8;2.6;3.0;1006.8;35.64;42.10507;-87.84013;525.8;NaN;;22.0;44.04194;359.9;8 / 22;335035;2019-02-26 07:43:45:013
-0.7;-8.382;4.755;-0.373;-8.251;5.287;-0.281;-0.095;-0.472;-0.017;-0.031;0.057;9.0;-50.8;54.9;36.9;37.1;57.3;4.0;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;23.9;44.04194;359.7;8 / 22;335535;2019-02-26 07:43:45:513
-0.617;-9.468;4.282;-0.317;-8.568;4.76;0.137;-0.557;-0.682;-0.032;-0.042;0.015;11.0;-50.2;55.7;37.4;37.2;60.9;3.8;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;23.9;44.04194;359.7;8 / 22;336034;2019-02-26 07:43:46:012
0.104;-10.147;4.234;-0.121;-8.92;4.072;0.389;-1.006;0.366;0.027;-0.044;-0.018;11.0;-48.8;56.0;37.4;39.4;65.5;1.7;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;21.9;44.04194;357.4;8 / 22;336534;2019-02-26 07:43:46:512
-0.172;-9.176;3.688;-0.053;-9.034;3.815;0.296;-0.538;0.103;0.024;0.001;0.01;11.0;-48.7;56.0;37.4;40.6;67.1;0.8;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;21.9;44.04194;357.4;8 / 22;337034;2019-02-26 07:43:47:012
-0.344;-8.929;3.417;-0.033;-9.098;3.659;-0.293;0.193;0.014;0.007;0.011;0.022;11.0;-49.3;56.2;37.4;41.2;68.1;0.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;15.7;44.04194;356.2;8 / 22;337535;2019-02-26 07:43:47:513
-0.209;-8.045;5.333;-0.121;-8.704;4.517;-0.138;0.709;0.654;0.028;0.004;0.027;11.0;-48.3;55.9;38.0;37.7;62.6;1.5;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;15.7;44.04194;356.2;8 / 22;338035;2019-02-26 07:43:48:013
-0.315;-8.1;5.51;-0.254;-8.266;5.271;0.076;0.28;0.043;-0.004;0.01;0.016;9.0;-49.2;57.1;38.6;35.7;57.4;2.8;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;11.9;44.04194;1.0;8 / 22;338534;2019-02-26 07:43:48:512
-0.364;-7.345;6.622;-0.34;-8.056;5.582;0.019;0.669;0.905;0.027;0.004;0.015;11.0;-48.7;57.2;37.7;35.2;55.2;3.5;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;11.9;44.04194;1.0;8 / 22;339035;2019-02-26 07:43:49:013
-0.211;-7.296;6.844;-0.465;-7.188;6.655;0.161;0.076;0.182;-0.004;0.016;0.027;11.0;-48.7;57.1;37.6;33.8;47.1;4.0;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;8.0;44.04194;356.8;8 / 22;339535;2019-02-26 07:43:49:513
-0.192;-7.201;6.557;-0.445;-7.243;6.596;0.383;0.11;-0.03;-0.017;-0.002;-0.009;11.0;-48.7;57.2;37.5;33.5;47.4;4.4;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;8.0;44.04194;356.8;8 / 22;340034;2019-02-26 07:43:50:012
-0.498;-8.164;5.352;-0.285;-7.881;5.829;0.484;-0.387;-0.777;-0.007;-0.007;-0.009;9.0;-48.8;57.3;38.1;34.2;51.5;4.2;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;11.8;44.04194;357.9;8 / 22;340535;2019-02-26 07:43:50:513
-0.214;-8.298;5.34;-0.21;-8.112;5.506;0.186;-0.235;-0.343;0.023;-0.004;-0.009;9.0;-49.0;57.0;38.2;35.9;55.5;2.5;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;11.8;44.04194;357.9;8 / 22;341034;2019-02-26 07:43:51:012
-0.08;-8.102;4.755;-0.095;-8.342;5.154;0.23;-0.014;-0.173;0.021;-0.001;0.0;9.0;-49.0;55.9;37.3;37.7;58.1;1.5;3.0;1006.9;35.64;42.10507;-87.84013;525.8;NaN;;13.9;44.04194;357.2;8 / 22;341534;2019-02-26 07:43:51:512
0.31;-8.546;4.781;-0.1;-8.416;5.033;0.031;-0.338;-0.249;0.02;-0.001;0.005;11.0;-49.3;55.7;36.5;38.6;59.1;1.1;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;13.9;44.04194;357.2;8 / 22;342035;2019-02-26 07:43:52:013
-0.049;-8.232;4.826;-0.105;-8.437;4.997;0.108;0.1;-0.271;-0.009;0.006;0.024;9.0;-49.3;56.0;36.2;38.6;59.4;1.2;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;11.8;44.04194;357.1;8 / 22;342535;2019-02-26 07:43:52:513
-0.06;-8.215;4.76;-0.148;-8.563;4.777;0.091;0.344;-0.026;0.0;-0.007;0.001;11.0;-48.4;56.0;36.7;37.6;60.8;1.8;3.0;1007.0;35.64;42.10507;-87.84013;525.8;NaN;;11.8;44.04194;357.1;8 / 22;343035;2019-02-26 07:43:53:013
-0.135;-8.059;5.264;-0.127;-8.509;4.874;0.118;0.41;0.46;-0.001;0.006;0.021;9.0;-49.3;56.4;36.4;38.6;60.2;1.5;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;8.7;44.04194;356.4;8 / 22;343534;2019-02-26 07:43:53:512
-0.526;-7.966;5.337;-0.303;-8.273;5.257;0.151;0.209;0.241;-0.002;-0.013;0.024;9.0;-49.0;56.9;37.0;36.1;57.5;3.3;3.0;1007.0;35.64;42.10507;-87.84013;529.0;NaN;;8.7;44.04194;356.4;8 / 22;344035;2019-02-26 07:43:54:013
-0.836;-7.13;6.782;-0.737;-7.486;6.292;-0.213;0.759;0.582;-0.013;-0.055;0.067;11.0;-48.4;56.6;36.6;32.7;52.3;6.2;3.0;1006.9;35.64;42.10507;-87.84013;529.0;NaN;;6.2;44.04194;356.9;8 / 22;344535;2019-02-26 07:43:54:513
