sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.45;-8.459;4.764;-0.201;-8.225;5.337;0.652;-0.234;-0.573;0.005;-0.011;-0.007;9.0;-66.1;48.7;18.6;55.5;57.0;2.3;3.0;1006.2;35.64;42.10507;-87.84013;541.9;NaN;;73.3;44.04194;90.4;8 / 22;126026;2019-02-26 07:40:16:004
-0.346;-8.201;5.188;-0.279;-8.245;5.302;-0.106;-0.187;-0.179;0.005;0.01;0.033;9.0;-67.4;48.5;17.5;56.6;57.2;2.6;3.0;1006.1;35.64;42.10507;-87.84013;541.9;NaN;;72.4;44.04194;90.6;8 / 22;126526;2019-02-26 07:40:16:504
-0.394;-8.266;5.642;-0.39;-8.256;5.278;-0.004;-0.01;0.364;-0.004;0.009;0.023;9.0;-66.9;48.4;18.1;55.6;57.3;4.0;3.0;1006.1;35.64;42.10507;-87.84013;541.9;NaN;;72.4;44.04194;90.6;8 / 22;127025;2019-02-26 07:40:17:003
-0.255;-8.066;4.939;-0.432;-8.27;5.253;-0.093;0.445;0.24;-0.002;-0.021;-0.022;9.0;-66.3;48.5;18.2;54.3;57.5;4.8;3.0;1006.0;35.64;42.10507;-87.84013;545.2;NaN;;71.2;44.04194;90.7;8 / 22;127525;2019-02-26 07:40:17:503
0.148;-7.734;5.857;-0.274;-8.198;5.375;0.804;0.105;0.137;-0.011;0.002;0.006;9.0;-66.8;49.7;17.8;55.3;56.9;3.2;3.0;1006.1;35.64;42.10507;-87.84013;545.2;NaN;;71.2;44.04194;90.7;8 / 22;128025;2019-02-26 07:40:18:003
0.065;-8.351;5.601;-0.27;-8.144;5.456;-0.878;1.443;-0.407;-0.015;0.007;0.013;9.0;-66.1;48.2;18.4;56.0;56.2;2.4;3.0;1006.1;35.64;42.10507;-87.84013;545.2;NaN;;70.6;44.04194;90.4;8 / 22;128525;2019-02-26 07:40:18:503
-1.399;-7.793;5.614;-0.415;-8.109;5.5;-0.853;0.313;-0.196;-0.007;-0.012;0.0;9.0;-65.9;50.0;18.5;53.5;55.8;4.2;3.0;1006.2;35.64;42.10507;-87.84013;545.2;NaN;;70.6;44.04194;90.4;8 / 22;129027;2019-02-26 07:40:19:005
-0.239;-8.361;5.393;-0.388;-8.079;5.546;0.353;-0.648;0.601;0.015;0.002;0.012;9.0;-66.5;49.3;17.5;54.3;55.6;4.1;3.0;1006.1;35.64;42.10507;-87.84013;545.2;NaN;;70.4;44.04194;90.6;8 / 22;129525;2019-02-26 07:40:19:503
0.436;-7.831;5.304;-0.346;-8.098;5.521;0.782;0.266;-0.217;-0.026;0.004;0.012;9.0;-66.0;49.0;19.0;53.9;55.4;3.8;3.0;1006.2;35.64;42.10507;-87.84013;545.2;NaN;;70.4;44.04194;90.6;8 / 22;130026;2019-02-26 07:40:20:004
-0.464;-8.056;5.349;-0.254;-8.177;5.408;-0.454;0.032;0.019;0.02;0.012;0.017;9.0;-67.6;46.8;19.7;55.9;56.5;2.8;3.0;1006.2;35.64;42.10507;-87.84013;541.9;NaN;;70.8;44.04194;90.5;8 / 22;130526;2019-02-26 07:40:20:504
-0.095;-7.835;5.244;-0.257;-8.213;5.353;0.249;-0.875;0.31;-0.018;-0.001;0.002;9.0;-66.0;47.1;19.1;55.7;56.7;2.7;3.0;1006.2;35.64;42.10507;-87.84013;541.9;NaN;;70.8;44.04194;90.5;8 / 22;131026;2019-02-26 07:40:21:004
0.673;-8.697;5.176;-0.259;-8.225;5.334;0.931;-0.472;-0.157;0.002;0.013;0.035;9.0;-65.0;48.0;20.9;54.2;57.0;2.6;3.0;1006.2;35.64;42.10507;-87.84013;541.9;NaN;;70.3;44.04194;90.6;8 / 22;131525;2019-02-26 07:40:21:503
-0.518;-8.371;5.106;-0.336;-8.236;5.313;-0.084;0.133;0.022;0.004;-0.01;-0.007;9.0;-63.6;49.1;20.3;53.3;57.1;3.6;3.0;1006.2;35.64;42.10507;-87.84013;541.9;NaN;;70.3;44.04194;90.6;8 / 22;132026;2019-02-26 07:40:22:004
-0.855;-7.802;5.273;-0.374;-8.256;5.28;0.274;-0.119;-0.101;-0.012;-0.011;0.011;9.0;-64.9;51.2;21.3;52.3;57.3;4.1;3.0;1006.2;35.64;42.10507;-87.84013;541.9;NaN;;69.6;44.04194;90.5;8 / 22;132525;2019-02-26 07:40:22:503
-0.921;-7.6;4.87;-0.44;-8.246;5.29;0.608;0.602;0.048;-0.005;-0.009;0.018;9.0;-65.3;47.0;19.3;54.2;57.2;4.5;3.0;1006.2;35.64;42.10507;-87.84013;541.9;NaN;;69.6;44.04194;90.5;8 / 22;133026;2019-02-26 07:40:23:004
0.632;-7.995;5.395;-0.436;-8.244;5.293;-1.353;0.969;0.245;0.0;-0.012;0.012;9.0;-65.2;45.7;18.2;54.8;57.2;4.9;3.0;1006.3;35.64;42.10507;-87.84013;541.9;NaN;;68.7;44.04194;90.2;8 / 22;133525;2019-02-26 07:40:23:503
-0.329;-8.029;5.222;-0.45;-8.242;5.294;-0.477;0.453;-0.26;-0.031;-0.011;0.018;9.0;-65.0;45.4;22.3;53.0;57.2;4.8;3.0;1006.3;35.64;42.10507;-87.84013;541.9;NaN;;68.7;44.04194;90.2;8 / 22;134026;2019-02-26 07:40:24:004
-0.371;-8.443;5.088;-0.485;-8.367;5.092;0.114;-0.076;-0.005;-0.029;-0.011;0.022;9.0;-65.0;49.6;22.3;51.5;57.9;5.0;3.0;1006.3;35.64;42.10507;-87.84013;538.7;NaN;;68.1;44.04194;89.6;8 / 22;134526;2019-02-26 07:40:24:504
-1.089;-7.774;4.246;-0.538;-8.558;4.759;-0.534;-0.283;-0.231;-0.027;0.004;0.043;9.0;-64.0;47.8;23.8;50.3;60.3;6.3;3.0;1006.3;35.64;42.10507;-87.84013;538.7;NaN;;68.1;44.04194;89.6;8 / 22;135026;2019-02-26 07:40:25:004
-0.984;-9.312;4.046;-0.604;-8.68;4.524;-0.38;-0.633;-0.478;-0.011;-0.012;-0.005;9.0;-64.7;46.9;18.8;52.8;61.7;8.0;3.0;1006.3;35.64;42.10507;-87.84013;538.7;NaN;;66.1;44.04194;88.7;8 / 22;135525;2019-02-26 07:40:25:503
-0.218;-9.0;4.459;-0.333;-8.803;4.309;0.066;-0.61;0.123;0.013;-0.001;0.024;9.0;-65.6;46.7;17.4;57.6;64.1;4.9;3.0;1006.4;35.64;42.10507;-87.84013;538.7;NaN;;66.1;44.04194;88.7;8 / 22;136025;2019-02-26 07:40:26:003
0.077;-9.093;2.877;-0.259;-8.872;4.17;1.109;-0.035;-0.16;0.004;-0.021;-0.012;9.0;-64.8;47.6;20.3;56.0;64.3;3.9;3.0;1006.4;35.64;42.10507;-87.84013;538.7;NaN;;61.5;44.04194;87.8;8 / 22;136525;2019-02-26 07:40:26:503
0.39;-8.853;3.451;0.029;-8.971;3.961;0.519;0.092;-0.504;-0.011;0.026;0.01;9.0;-66.4;48.5;20.0;58.9;66.0;1.2;3.0;1006.5;35.64;42.10507;-87.84013;538.7;NaN;;61.5;44.04194;87.8;8 / 22;137026;2019-02-26 07:40:27:004
2.365;-7.872;4.873;0.287;-9.024;3.829;-0.251;-0.11;0.877;0.031;0.011;-0.051;9.0;-69.1;48.8;19.6;64.8;67.0;-4.0;3.0;1006.5;35.64;42.10507;-87.84013;538.7;NaN;;55.3;44.04194;87.8;8 / 22;137526;2019-02-26 07:40:27:504
0.769;-9.137;3.894;0.434;-9.037;3.783;1.231;-0.249;-0.108;0.007;0.037;0.02;7.0;-69.8;44.5;19.2;68.8;67.3;-5.9;3.0;1006.5;35.64;42.10507;-87.84013;538.7;NaN;;55.3;44.04194;87.8;8 / 22;138025;2019-02-26 07:40:28:003
-1.308;-8.966;3.178;0.399;-9.123;3.574;-1.382;-0.467;-0.324;0.013;0.033;-0.021;9.0;-68.0;48.5;18.2;68.5;67.9;-6.9;3.0;1006.6;35.64;42.10507;-87.84013;538.7;NaN;;48.1;44.04194;88.9;8 / 22;138525;2019-02-26 07:40:28:503
-0.233;-9.834;2.952;0.359;-9.216;3.333;-0.235;-0.229;-0.585;0.004;0.011;0.001;9.0;-67.4;47.5;19.1;68.0;69.8;-5.9;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;48.1;44.04194;88.9;8 / 22;139026;2019-02-26 07:40:29:004
0.111;-9.325;3.23;0.267;-9.258;3.224;-0.249;-0.22;0.006;-0.005;-0.005;0.005;9.0;-66.2;46.1;20.5;67.3;70.5;-5.4;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;39.6;44.04194;90.3;8 / 22;139526;2019-02-26 07:40:29:504
0.302;-9.469;3.242;0.181;-9.298;3.113;-0.029;-0.028;-0.004;0.001;-0.002;0.006;9.0;-67.1;47.0;20.1;66.3;71.3;-3.7;3.0;1006.7;35.64;42.10507;-87.84013;538.7;NaN;;39.6;44.04194;90.3;8 / 22;140026;2019-02-26 07:40:30:004
-0.089;-9.245;3.797;0.099;-9.226;3.324;0.762;-0.348;0.444;-0.011;0.013;0.031;9.0;-65.6;45.0;20.5;64.3;70.8;-2.3;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;30.2;44.04194;90.6;8 / 22;140526;2019-02-26 07:40:30:504
0.482;-8.952;3.578;0.054;-9.198;3.4;0.577;-0.558;-0.228;0.004;0.006;0.02;9.0;-67.4;46.0;19.6;63.1;69.7;-0.6;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;30.2;44.04194;90.6;8 / 22;141025;2019-02-26 07:40:31:003
0.135;-9.111;3.768;0.06;-9.116;3.613;0.459;-0.084;0.174;-0.01;0.009;0.016;9.0;-65.9;46.4;21.4;62.0;68.8;-0.9;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;21.5;44.04194;90.6;8 / 22;141526;2019-02-26 07:40:31:504
-0.109;-8.916;4.179;0.02;-9.072;3.724;-0.043;0.107;0.242;0.002;0.004;0.004;9.0;-66.5;46.6;21.2;61.0;67.9;-0.5;3.0;1006.9;35.64;42.10507;-87.84013;535.5;NaN;;21.5;44.04194;90.6;8 / 22;142025;2019-02-26 07:40:32:003
-0.283;-8.614;4.454;-0.093;-8.849;4.226;-0.19;0.234;0.228;0.005;0.007;0.004;9.0;-67.1;47.3;18.7;60.5;65.3;0.8;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;14.1;44.04194;90.9;8 / 22;142525;2019-02-26 07:40:32:503
-0.229;-8.548;4.58;-0.125;-8.737;4.452;0.089;0.135;0.14;0.001;-0.001;0.001;9.0;-64.5;45.1;18.5;59.1;63.2;1.6;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;14.1;44.04194;90.9;8 / 22;143025;2019-02-26 07:40:33:003
-0.204;-8.721;4.639;-0.142;-8.689;4.545;-0.064;0.082;-0.003;-0.005;0.011;0.012;9.0;-65.5;42.3;20.9;58.6;62.5;1.8;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;9.3;44.04194;91.1;8 / 22;143525;2019-02-26 07:40:33:503
-0.407;-8.446;4.744;-0.175;-8.695;4.531;0.151;0.19;0.26;0.001;0.001;0.011;9.0;-65.3;44.2;23.6;55.6;62.5;2.3;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;9.3;44.04194;91.1;8 / 22;144025;2019-02-26 07:40:34:003
-0.142;-8.438;4.815;-0.217;-8.577;4.75;0.035;0.158;0.12;-0.002;0.001;0.007;9.0;-64.8;46.7;23.0;54.7;61.4;2.5;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;5.4;44.04194;91.2;8 / 22;144525;2019-02-26 07:40:34:503
-0.251;-8.468;4.727;-0.23;-8.53;4.832;0.152;0.128;0.04;-0.001;0.001;0.006;9.0;-64.6;46.8;22.6;54.3;60.4;2.7;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;5.4;44.04194;91.2;8 / 22;145026;2019-02-26 07:40:35:004
-0.26;-8.583;4.806;-0.228;-8.522;4.847;0.081;0.183;-0.023;-0.004;0.0;0.005;9.0;-64.6;47.4;22.4;54.9;60.4;2.7;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;5.4;44.04194;91.2;8 / 22;145525;2019-02-26 07:40:35:503
-0.153;-7.969;5.412;-0.286;-8.319;5.186;0.073;0.575;0.327;0.0;0.0;0.009;11.0;-65.1;47.3;22.0;54.6;59.8;2.8;3.0;1006.8;35.64;42.10507;-87.84013;535.5;NaN;;5.4;44.04194;91.2;8 / 22;146025;2019-02-26 07:40:36:003
-0.235;-7.964;5.456;-0.317;-8.183;5.395;0.091;0.084;-0.003;0.0;0.0;0.009;9.0;-64.5;47.2;21.9;53.0;56.7;3.3;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;146526;2019-02-26 07:40:36:504
-0.254;-7.802;5.374;-0.326;-8.15;5.444;0.132;0.082;-0.075;-0.002;-0.001;0.007;11.0;-64.4;47.1;22.0;52.8;56.3;3.4;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;147025;2019-02-26 07:40:37:003
-0.286;-8.001;5.42;-0.328;-8.136;5.466;0.042;0.134;-0.045;-0.002;-0.001;0.005;11.0;-64.4;47.1;22.3;52.7;56.1;3.4;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;147526;2019-02-26 07:40:37:504
-0.303;-8.08;5.417;-0.33;-8.129;5.475;-0.028;0.048;-0.064;-0.004;0.0;0.006;9.0;-64.9;47.5;21.8;53.1;56.0;3.4;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;148026;2019-02-26 07:40:38:004
-0.183;-8.135;5.409;-0.331;-8.126;5.48;0.148;-0.01;-0.072;-0.001;-0.001;0.009;9.0;-64.7;47.0;21.7;53.1;56.0;3.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;148525;2019-02-26 07:40:38:503
-0.303;-8.161;5.416;-0.332;-8.124;5.483;0.046;0.053;-0.06;-0.002;-0.002;0.006;9.0;-64.6;47.4;21.7;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;149026;2019-02-26 07:40:39:004
-0.262;-7.985;5.441;-0.331;-8.123;5.484;-0.078;0.098;-0.052;-0.001;-0.001;0.005;9.0;-64.9;47.6;21.9;52.7;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;149525;2019-02-26 07:40:39:503
-0.408;-7.955;5.484;-0.332;-8.122;5.485;-0.041;0.164;0.005;-0.002;0.0;0.006;9.0;-64.7;47.3;21.8;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;150025;2019-02-26 07:40:40:003
-0.431;-7.876;5.368;-0.332;-8.122;5.485;0.07;0.043;0.005;-0.001;0.0;0.009;9.0;-64.6;47.0;21.7;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;150525;2019-02-26 07:40:40:503
-0.443;-7.96;5.37;-0.332;-8.123;5.485;0.171;-0.008;-0.062;-0.002;0.0;0.006;9.0;-64.6;47.1;22.2;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;151026;2019-02-26 07:40:41:004
-0.261;-7.977;5.441;-0.331;-8.123;5.485;-0.011;0.023;-0.11;0.0;-0.001;0.006;9.0;-64.7;47.4;21.5;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;151525;2019-02-26 07:40:41:503
-0.357;-8.11;5.386;-0.331;-8.123;5.485;0.019;0.036;-0.126;-0.001;-0.001;0.007;9.0;-64.6;47.2;22.0;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;538.7;NaN;;0.0;44.04194;;8 / 22;152026;2019-02-26 07:40:42:004
-0.163;-8.124;5.385;-0.332;-8.122;5.485;0.17;-0.001;-0.101;-0.001;-0.001;0.007;9.0;-65.2;47.2;21.8;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;152525;2019-02-26 07:40:42:503
-0.314;-8.11;5.381;-0.331;-8.123;5.484;0.017;0.013;-0.103;-0.002;-0.001;0.006;9.0;-64.9;47.5;22.0;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;153026;2019-02-26 07:40:43:004
-0.433;-7.979;5.486;-0.331;-8.123;5.485;-0.044;0.197;-0.129;-0.004;-0.001;0.006;9.0;-64.8;47.6;21.5;52.8;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;153525;2019-02-26 07:40:43:503
-0.324;-8.119;5.407;-0.332;-8.123;5.485;-0.084;0.266;-0.118;-0.005;-0.001;0.006;9.0;-64.9;47.3;22.2;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;154026;2019-02-26 07:40:44:004
-0.299;-7.818;5.392;-0.332;-8.123;5.484;0.032;0.305;-0.093;-0.001;0.0;0.009;9.0;-64.5;47.2;23.1;52.2;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;154526;2019-02-26 07:40:44:504
-0.43;-7.847;5.428;-0.333;-8.12;5.489;-0.097;0.273;-0.061;-0.002;0.0;0.006;9.0;-64.9;47.3;22.3;53.1;55.9;3.5;3.0;1006.9;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;155025;2019-02-26 07:40:45:003
-0.318;-8.079;5.514;-0.335;-8.106;5.509;-0.09;0.225;-0.018;-0.002;0.0;0.006;9.0;-65.0;47.1;21.9;53.0;55.8;3.5;3.0;1006.9;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;155526;2019-02-26 07:40:45:504
-0.376;-7.927;5.582;-0.336;-8.089;5.535;0.019;0.047;-0.079;-0.004;-0.001;0.005;9.0;-64.8;47.1;21.8;53.0;55.6;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;156025;2019-02-26 07:40:46:003
-0.443;-7.846;5.443;-0.338;-8.084;5.541;-0.105;0.238;-0.098;-0.001;-0.001;0.005;9.0;-64.6;47.2;22.2;53.0;55.5;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;156525;2019-02-26 07:40:46:503
-0.454;-7.971;5.43;-0.337;-8.087;5.537;-0.117;0.116;-0.107;-0.002;0.001;0.007;9.0;-64.6;47.0;21.8;53.0;55.5;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;157026;2019-02-26 07:40:47:004
-0.415;-7.892;5.514;-0.336;-8.094;5.526;0.02;-0.076;-0.057;-0.002;0.0;0.006;9.0;-65.0;47.5;21.8;53.0;55.6;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;157525;2019-02-26 07:40:47:503
-0.316;-8.027;5.38;-0.336;-8.101;5.516;0.027;0.046;-0.116;-0.001;0.0;0.009;9.0;-64.4;47.0;21.8;52.6;55.7;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;158026;2019-02-26 07:40:48:004
-0.365;-8.052;5.446;-0.335;-8.106;5.508;-0.017;-0.022;-0.099;-0.002;0.0;0.009;9.0;-64.4;47.5;22.1;52.3;55.7;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;158525;2019-02-26 07:40:48:503
-0.338;-8.066;5.405;-0.334;-8.111;5.502;-0.13;0.142;-0.06;-0.001;0.0;0.006;9.0;-64.6;47.7;22.0;52.7;55.8;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;159025;2019-02-26 07:40:49:003
-0.362;-7.942;5.473;-0.334;-8.114;5.498;-0.028;0.172;-0.025;-0.002;0.0;0.006;9.0;-64.9;47.6;22.2;52.7;55.8;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;159525;2019-02-26 07:40:49:503
-0.314;-7.95;5.484;-0.334;-8.116;5.495;0.02;0.166;-0.011;-0.002;0.0;0.007;9.0;-64.8;47.2;21.9;53.0;55.8;3.5;3.0;1006.9;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;160025;2019-02-26 07:40:50:003
-0.381;-7.997;5.453;-0.333;-8.117;5.493;-0.047;0.12;-0.04;0.001;0.0;0.009;9.0;-65.0;46.9;22.1;53.0;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;160526;2019-02-26 07:40:50:504
-0.293;-7.988;5.507;-0.333;-8.118;5.492;0.135;0.011;-0.082;0.0;-0.001;0.006;9.0;-65.3;47.1;22.2;53.0;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;161025;2019-02-26 07:40:51:003
-0.326;-7.894;5.395;-0.333;-8.119;5.49;0.023;0.083;-0.055;-0.001;-0.002;0.005;9.0;-64.8;47.2;21.7;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;161526;2019-02-26 07:40:51:504
-0.158;-8.109;5.383;-0.332;-8.12;5.489;0.174;0.011;-0.105;-0.004;0.0;0.006;9.0;-64.6;46.7;21.5;53.6;55.9;3.5;3.0;1006.7;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;162025;2019-02-26 07:40:52:003
-0.332;-8.085;5.388;-0.331;-8.121;5.487;0.032;0.118;-0.164;-0.002;-0.001;0.006;9.0;-64.3;47.2;22.4;52.7;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;162526;2019-02-26 07:40:52:504
-0.309;-7.968;5.454;-0.332;-8.121;5.487;0.001;0.14;-0.121;-0.002;0.0;0.006;9.0;-64.6;47.2;21.8;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;163025;2019-02-26 07:40:53:003
-0.453;-7.951;5.458;-0.331;-8.122;5.485;0.15;0.041;-0.138;-0.002;-0.001;0.009;9.0;-64.7;47.4;22.1;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;163526;2019-02-26 07:40:53:504
-0.419;-7.998;5.47;-0.332;-8.123;5.484;0.111;0.108;-0.127;-0.004;-0.001;0.007;9.0;-64.6;47.2;22.1;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;164026;2019-02-26 07:40:54:004
-0.364;-7.853;5.377;-0.332;-8.123;5.484;0.085;0.256;-0.11;-0.002;0.0;0.007;9.0;-64.6;47.5;22.0;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;164525;2019-02-26 07:40:54:503
-0.232;-7.954;5.43;-0.332;-8.125;5.482;-0.058;0.209;-0.062;0.0;-0.001;0.006;9.0;-64.7;47.4;22.0;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;165025;2019-02-26 07:40:55:003
-0.272;-8.09;5.414;-0.332;-8.125;5.482;-0.031;-0.001;-0.077;-0.001;-0.001;0.006;9.0;-64.7;47.2;22.2;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;165525;2019-02-26 07:40:55:503
-0.294;-8.107;5.407;-0.332;-8.125;5.482;0.081;0.264;-0.096;-0.001;-0.001;0.009;9.0;-64.6;46.7;21.7;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;166025;2019-02-26 07:40:56:003
-0.182;-8.061;5.391;-0.331;-8.125;5.482;0.044;0.134;-0.051;-0.002;-0.001;0.009;9.0;-64.6;47.7;22.0;52.8;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;166526;2019-02-26 07:40:56:504
-0.287;-8.003;5.472;-0.331;-8.124;5.482;0.043;0.122;-0.01;0.0;0.0;0.009;9.0;-65.0;47.4;22.0;53.1;55.9;3.4;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;167025;2019-02-26 07:40:57:003
-0.322;-8.043;5.387;-0.331;-8.125;5.482;0.009;0.081;-0.095;0.001;0.001;0.006;9.0;-64.6;45.5;21.4;54.2;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;167525;2019-02-26 07:40:57:503
-0.473;-7.987;5.434;-0.331;-8.125;5.482;-0.142;0.138;-0.048;-0.001;-0.002;0.006;9.0;-64.4;45.7;21.7;53.0;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;168026;2019-02-26 07:40:58:004
-0.231;-8.078;5.374;-0.331;-8.124;5.482;0.05;0.109;-0.009;-0.001;-0.001;0.006;9.0;-64.0;45.8;21.1;53.5;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;168526;2019-02-26 07:40:58:504
-0.36;-8.109;5.377;-0.331;-8.124;5.482;-0.054;0.098;-0.01;-0.001;-0.001;0.006;9.0;-63.2;45.6;20.9;53.1;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;169026;2019-02-26 07:40:59:004
-0.419;-8.039;5.423;-0.331;-8.124;5.482;-0.031;0.001;-0.116;-0.002;0.0;0.006;9.0;-62.2;45.2;21.2;53.0;55.9;3.5;3.0;1006.8;35.64;42.10507;-87.84013;541.9;NaN;;0.0;44.04194;;8 / 22;169525;2019-02-26 07:40:59:503
